id,asr_transcript
22,mepa wo kyɛwo biribia si wɔ kapɛ koas lmena ɔkwan so na mepɛ sɛ meka amanneɛ no ama mo me nuabaa adwo anaa ɔwɔ torotoro bi mu na kaa foforɔ bi bɔ wɔn kaa no baa firi baabi amma wɔanyɛ hohunu na ɔbɔ wɔn wɔabubu no wɔ ne ti na ɔeka sɛ ne kɔnyɛ no yɛw pa ara nanso hunu ne ho na ɔrka me ne selom mewɔ ne nkyɛn siisii wɔ kwan aboɔ yehia a obi mmara bɔɔ yɛn mmoa ɛfiri sɛ mogya no nentumi nsi
23,mepa wo kyɛo biribi bɔne pa ana ɛsi ha wo yɛn mfifiri dan so wɔtamale menuaboa ten kaa bi bɔ no wɔ ɔkwan so berɛ a ɔresiane aba fie na wɔde no brɛ ha nanso ne nan no yɛ bɔne pa a ɛkyɛ na mogya potopotɔ refiri no mu yɛntumi nsi no ɔyɛ abɔfra ebia a mfɛdunu kron na ɔsu na ɔwɔ so wɔ so na yɛnkoma atɔ yɛn ase amfa no ho medin de hamsa me na mefrɛ no mepa wɔ kyɛo mmoa mmra ha ntam ntɛm ɛfiri sɛ ɛnyii
24,mepa wo kyɛwo biribi bɔne pa a aba ha wɔ asokwa kum asi ɔpanin bi a wɔfrɛ no ɔwusu ehwɛ kɔn nsu mu na ɛkɛka sɛ ɔbɛwu na yɛsuro no pa a ɔhome dodo nanso ɔhome no yɛ berɛoo na ɛtim na ne ti ne ne kɔn yɛ hye wo yɛhye wo na ɛhia sɛ biribi bɔne pa a wɔ ne mu me din de kwa me me ne no nnommaa na me na matwe no fii nsu mu no nanso ɔnyi nyi ase koraa mepa wo kyɛwo mmoa mmra ha ntɛm ntɛm ɛfiri sɛ onipa yi yɛ ɔpanin na ɔyɛ hu pa a
25,me din de isa mefrɛɛ ma meka akye dent bi a ɛsii ha wɔ so hu ɔbaa apanin bi adwoa ɔekɔtwa ɔkwan no so no torotoro bi bɔ no na ɔtuu fam ɛnyɛ kɛse paa saɔkaa sɛ ɛyɛ no yao na mogya kakra rei firii hɔ ɔtumi ne nan so kakra kakra nanso ɔhia onipa bi a ɔbɛhwɛ no yie
27,mepa wɔ kyɛ wo asɛm bi abɛsi me wɔfa papa ha wɔ adum kum asi kwabena tuu fam anɔpa yi ɔsuroo kɔ faako a ɛbɛn ɔpono ano no ho na ne tibuie fam ɔyɛ ɔpanin enti yesuro yie na ne kɔn so ɛyɛ no yɛawo na ɔntumi ntwi no yie me ne abena a meyɛ ne nkurɔmmea na seesei ɔhunu ne ho nanso ɔbɔ nka sɛ ne tiyɛ no yaw pa a yehi a obi mmara nhwɛ no ɛfiri sɛ ɔntumi nsɔre ne ho ankasa
28,medin de ɔfori mefrɛ wo de ɛhia wɔn kehwai a ɛbɛnka so aho ɔpanin biyawo ɔtuu fam medwene sɛ ɔpuro wo kwan nkyɛn na ne nan ahu ya wo pa aa ebia ne basa nso ɔtumi kɔ kakra kakra nanso ɛyɛ no yaw kɛse na ɔntumi nyina ne nan nso a ɔnni mmoa ɔnyɛ aberante kora
32,mepa woo kyɛw biribi bɔne bi asisi yɛn mfe ha wɔ di kyɛm so mmarima bi kɔ sɔ owusu ɔpanin a ɔte ɛntransɛhɔ no ɔbubuo no wo ne ti ne ne kɔn ho me ne amo a me ne ne yɔnkɔ na sɛ menie dede no a mepueɛ abɔ mfuom hwɛ no na ɔtee fam ɔyɛ sɛ ɔnim biribi nkyerɛ na ne kɔn yɛ ne ho ampa nanso ɔnyɛ ɔnyɛ hunu tumtum ɔhunu ne ho kakra nanso ɔntaa koraa ɔpanin no hia mo a boa yɛ me pa wo kyɛw
33,ago me nua biara raba aka aksident wɔ ɛkwan so yi awia yi wɔkuma asi ne tamale ɔkwan no so baibi a ɛbɛn yidwura kaa bi bɔ ne ka a ɔregyina mu no na ɔbua ne ti yie ne kɔn so ɛyɛ no yaopaa ɔhunu ne ho na ɔreka asɛm nanso ɔte sɛ obiara a ɔne ne ho nte aseɛ na ne tihoho ayɛ hu bebree mepa wo kyɛw boa me yɛnnim sɛ ɛyɛ saafe sɛ ɛyɛ se no anaa dabi enti yɛhia mmoa ntɛm aa
37,agoo menuabaa abena ɔ take bi bɔn wɔ yɛn efie anim ha naforongo ɔyɛ abɔfra ne mfeɛ bɛyɛ dunsia pɛ motɔɔ no bɔ ne nan nanso ɔte ase ɔnyɛ anyɛ hunu anaa biribiara saa aane nan keke na ɛyɛ no yɛ wo kakra na wɔasei no wɔ hɔ me din deɛ ara ba me ne onipa a ɔrefrɛ no mepa woo kyɛw yɛpɛ sɛ monyɛ yɛn adwema sɛdeɛn na yɛnnyɛma no seesei
38,mepa woɔ kyɛ wo me din de ɔfɔre na mepɛ sɛ meka biribi a ɛsii ɔbaa panin bi ha sabelo gu hɔ wo tamale yɛnde ɔkwan so wɔfrɛ no nadedii ɔyɛ ɔpanin pa a na ɔreyɛ adwuma wɔ ɔfuo bi a ɛwɔ ɔkwan ho no na biribi tuu no mete sɛ ɛfiri aboboyɛ a ɔnam nso retwaa so no so ɛyɛ no yɛw ne yafunu ho ne ne akyi ho nanso ɔhunu ne ho na ɔkasa dada enti ɛnyɛ bɔne pa ara anso ohiammoa mewɔ ne ho seesei yi na wpa
39,mepa woo kyɛw me nuabaa afia na ɔkaa kaa aktsidente wɔsua me ha kuma si ɛnyɛ akyiri papa saa fie no ho ɔebafie no na kaa bi bɔ no nanso onyame adɔm ɛnyɛ den papa ɔwɔ yɛ wɔ wo ne yefunu ne ne brɛs aria hɔ sɛ wobɔ ne ho nanso ɔhunu ne ho na ɔreka asɛm medin deɛ agyeman mewɔ ne ho ha fie mepa wo kyɛw yɛpɛ sɛ yɛhudeɛ yɛbɛyɛ ma no
41,me nuabarima yɛo atia akye dɛnt wɔ akra kum asi hihwan no so nsa wɔm ho faako me ne baafoɔ ɔne me nuabarima obi frɛ me sɛ ka bi bɔ no wɔ nʼakyi berɛ a ɔrekɔtwa kwan no so ba koraaduonu sɛ wɔkyerɛ me no ne srade ne nʼaboaeɛ no yɛwo papaa
42,mepa wɔ kyɛw mepɛ sɛ meka biribi a ɛto o ha sail gu anwummerɛ yi mʼabɔfoɔ fuseni ɔyɛ ɔpanin ɔne sane fi dwam baeɛ no mmarima bi de no twaa so bɛpɛ sɛ wɔde ne sika kɔ ɔpuhyɛaɛ no fam na ɔbua ne bɔne no mu berɛ a ɔpɛ sɛ ɔtaa no na seesei nnebɔne no ayɛ bloated na ɔntumi nyi no so koraa ɛyɛ abubaka me ne abubaka obiara frɛ me berɛ a ɔpanin
44,mepa wɔ kyɛwo asɛm kɛseɛ bi asi ha wɔ dansoman memaa me panin efua ɔtuu fam saa nopa yi na ɔhyɛ ɔhaw pa ara ne nan baako abɛn so saa na nhwɛ sɛ ɛfata koraanepa wɔ kyɛ wo mmoa mmara ntam aa yɛhia mmoa
45,mepa wo kyɛ wo meba abigail na ɔrekɔɔ wo hoho gyesikan ɔkwan so a torotoro bɔ no firi nʼakyi ɔba ketewa ne mfeɛ yɛbɛyɛ du asom me ne ne maamee me din de hadigya ɔwɔyɛa wɔ nʼakɔnkronfi hɔ kakra na ɔwɔ ntasie kakra ne ni ti so nanso ɔhunu ne ho ɔkasa rekyerɛɛ yɛn yei nyinaa wɔ ne ho sei yi na ɔte sɛ ɔho yɛ no nanso mepɛ sɛ obiara hu asɛm a asiɛ
46,mepa woo kyɛwo biribi bɔne yɛ ɛha na mehia sɛ meka ho asɛm meaadamfo mu ntɛri wo so no wɔ hoho gyasika ɔkwan so nnipa bi bɔ no ɔhyɛ no ti so na ne kɔn so ɛyɛ no yawo nanso ɔhunu ne ho na ɔreka asɛm daa ɛno enti menyɛ hunu sɛ ɛyɛ den pa a me din de abubaka na me ne no naa ɛwɔ ho berɛ a na ɛba saa yehi a obi mmara mmoa yɛn anaasɛ ɔma yɛn hunumu sɛ yɛnyɛ den ɛfiri sɛ ɔnyɛ fini koraa
47,mepa woɔ kyɛwo mepɛ sɛ meka biribi a ɛsii me ha wɔ ahim me din de felisia na metu wo fam wɔ efie mu saa anɔpa yi na mereso wo firi stal so na menan slip ɛyɛ me nsa na ɛbubu nanso ɛnyɛ den pa a ɛyɛ me yɛaw kakraa ahyɛ so kakra mɛtumi de no sɛ mepɛ enti menyeno ara sɛ medɔm pɛ atwa
49,mepa wo kyɛw biribie asi wɔ hohoɛ gyasikai ɔkwan so kakra ni abɔfra baako a wɔfrɛ no silom ɔtene pragyia so na pragyea no do so fam wɔ ɔkwan no so hɔ me din de suleman na mɛretra kwan no so a na ɛsi abɔfra no hunuu ne ho na ɔreka asɛm nanso ɔreka sɛ ɛyɛ no yea wɔ ne nnyeburonya mu sɛ ne firii ntɛm ho ɛnyɛ hu pa a nanso yɛdwene sɛ ɛsɛ sɛ obi ba na ɔhwɛ no
52,mepa wo kyɛw asɛm a ɛyɛ den paabi asi ha sonyani na mehia mmoa ntɛm aa mehoho ba ɛpɛa abɔfra akomaa ɔtuu nsuo mu na ɔtena ho yɛ akyɛ pa a ansa na yɛatwɛn no aba sɛ yɛde no aba a ɔnnyinagyina koraa na ne yɛfunuu ne ne hyɛn hohunuu sɛ ɛyɛ hwan na ɛtwitwa sɛ biribi yɛ bɔne wo mu no apia ho wo ho nanso ɛyɛ mmerɛ pa a na sɛ yɛfrɛ ne din a ɔensuo ase koraa sɛ ɛsɛ mepa wɔ kyɛw soma mmoa mmra ntam a ne yɛ din pa a me ne maame na mewɔ hɔ ne no tɔhwɛ no ara seesei
53,mepa wo rekyɛ wo ɛyɛ bɔne pa a na ɛba ha wo bawo ku me yɔnkoba adwo a ɔtu wo fam fi mmaa ngo dua kɛse bi so a ɛwɔ efie ɛdan anim no na ɛkwan a ɔkɔdu wo fam no ɛhye ɛnyɛ kɛse koraaɔnamam
54,me din de rama tu merefrɛ fa biribi a ɛsii wɔ tamale yenni ɔkwan so no ho sabilugu nkyɛn aberante bi a wɔfrɛ no asare ɔboaboa yoa a ɛwɔ turuk so firii ɔkwan nkyɛn no na yo bi bi fɛfɛ ba bubuu no tokɔ so den ɔgyina ho na ɔrekan nanso ɔsene ahina nan yɛ no yaw na ɔha no home na meduu ho hwehwɛ wɔn wɔ ɛkwan nkyɛn no na wɔsrɛ me sɛ memmara mebisa mmoa mepa wo kyɛ wo soma ambulankye mmara sabilugu nkyɛn tamale ye de ɔkwan so no mmaraboa no
55,mepa woo kyɛw mepɛ sɛ meka aksident bi a ɛsii hawor kapekoas mehoho ba afia ɔa tahebɔ no wɔ ɔkwan so biribiara a ɛbɛn dwam no ho ɔyɛ abɔfra baa ebi a wɔmfie aduaso ansã na ɛkɔ so kakra ɛbɔ no yɛ den koraa ɔwɔ yao kakra wɔ  ne kɔn ho na ne tiso nso wɔ ntwa ketewa bi nanso ɔhunu ne ho na ɔreka asɛm medin deɛ alhasan mename a mefrɛ ɛfiri sɛ ne maame no na ɔwɔ ne ho seesii
56,mepa woo kyɛw me nuasante ka ahyia no wɔ dɔmaa ahenkrɔ ha ɛbɛn ɔkwan kɛseɛ no na asɛm no yɛ dɛm pa a ɔyɔnkɔ no yɛ aberanteɛ ketewa ɔtɔn mfiri hyia dunkro ana aduonu ho a ne nan yɛ mpam kɛseɛ ɛte sɛ ne dɔmpɛ atwa na mogya potopoto retupa a meninii megyina ne nkyɛn ha seesei na nnipa apo ha bebree nanso obiara nim den na wɔnyɛ mepa woo kyɛw mmoa mmara ntɛm pa a ɛfiri sɛ ɔntumi nnyina koraa na yɛ no yɛ ɔpa a
57,ago mepa wo kyɛwo mede frɛ meba afɔreho asɛm ɛne awia yi ogyawo no ha wo yɛn abusua fie ha tamale ɔbɛtee ogya a wɔwan hɔ na nsu a ɛyɛ hyɛ no hyɛɛ ne kɔkoɔ ne nnieafunu ho na ɛnyɛ den pa a nʼahoɔden katanim ara na ɛyɛ ɔdaa daa ɛyɛ no yɛ wo kakra mede me din de kɔfi mene ne agya abɔfra no ɔreyɛ ahyɛase ha ɛha na wɔansu su din bio saa nanso mepɛɛ sɛ mefrɛ mmisa sɛ yɛhwɛ ɛsɛ sɛ yɛde no kɔ ɔyaresabea anaa yɛtumi ayɛ no aduru wo efie ara
63,mepa woo kyɛw biribiara asi ha goa so na mepɛ sɛ meka ho asɛm medin de ɔfore na merefrɛ ho fa ɔbaa bi hɔ wɔfrɛ no nana didii abobɔyɛ abɔ no wɔ ɔkwan so na ɔtuu fam yie ɔkyekyerɛ ne kɔn na ɔreka sɛ ne tiiɛ no yawo nanso ɔhunu ne ho na rekasa kasa kakra ɛnyɛ den pa anso ɔhia mmoa ɛfiri sɛ ɔntumi nyi ne kɔn yie
64,agoo me din de ɛdɛm meba amo a ne meyɛ adwuma wɔ efie ha wo yɛndi na nadeɛ a yɛde yɛ adwuma no mu biara butuu ne nsa so kakra ɛnyɛ no ho a papa ogya ketewa pɛ nanso moogya a ɛfiri no mu no ayɛ din deda wo ɔhoyɛ no na ɔnsuro kakra nko ara nanso mepɛ sɛ mekɔ so brɛ mo ho asɛm no saaa
65,mepa woɔ kyɛw mefrɛ ɛfiri sɛ me nuaba mu ntɛri wo ogya ahyɛ no na mehunu sɛ ɛyɛ me hu pa a nʼaseɛ na yɛwɔ kinta mpo bɛɛ nkyɛn wɔ kwan a ɛkɔkum asi no so na ɛhɔ na ɛbaa ɔboa biribi na ogya kaa ne honam ne kɔnkɔn ne ne yɛfunu faako ɔyɛ abofra kuma a ɛfiri sɛ ɔwo  nhyɛ ɛyɛ kɔkɔ na aebɔ nʼahoɔden nanso ɔnyame adɔm rehunu ne ho na ɔrekan asɛm me ne esi ne sewa a na mewɔ ne nkyɛn siesiei nanso yɛhiaa sɛ ɔkyerɛ yɛn deɛ yɛnnyɛ ansa na yɛtwam akɔ ɔyaresabea
68,mepa woo kyɛw mepɛ sɛ meka biribi a ɛsii ɔpanin bi ha wo yɛn di me yɔnka a ɔte me nkyɛn no asare ɔyɛ panin pa a obi baa ne fie bɔ no wɔbɔ ne basa no yie pa a enti ɛhye wo ama aseɛ me din de wusu mete ne nkyɛn na sɛ metiee dede no a mefii aboakyiri huu deɛ ɛsii no ɔnwu ɛkwan so nanso ne basa no ɛyɛ no yɛ wo pa ara na ɔntumi nyi no soro yɛhwehwɛ obi a ɔbɛbaboa no anaa ɔkyerɛ yɛn deɛ yɛnyɛ
69,yɛfrɛ me delamerefrɛ mepa wɔ kyɛw na meka aktidentbi a ɛsi wɔha kape koas ɔbarima kɔkɔ bi wɔfrɛ no pɔdɔ torotoro bi bɔ no wɔ ɔkwan so anka wɔ nʼafehaduonu na ɛhɔ kakra ne nan yɛ no yaw paa ɛhyɛ na wɔse ɛyɛ no yaw pa anso ɔhunu ne ho na ɔrekan nsam yɛduru so ama no tena ɔkwan afa so na obi wɔ ne nkyɛn nsiesii mepa wɔ kyɛw yɛhia mmoa yɛhunu sɛ yɛhiefei
71,mepa woɔ kyɛw mepɛ sɛ meka aksident a ɛsii ha wɔ nʼaforongo me din de mu ntari na merefrɛ ɛfiri mʼaberantenten asare hɔ hyaretaibɔ no wɔ ɔkwan so kakra yi ara ɔho yɛ ɔnni yawo a ɛyɛ den nanso ne nɛn buaa no kakra na ɛyɛ no yawo hɔ yɛdwene sɛ ɛbɛyɛ kut anaa buri se kakra dɔmpe ntua a nanso yɛpɛ sɛ obi hunuu no sɛ ɔwɔ saa adeɛn saa a
73,mepa woo kyɛwo mepɛ sɛ meka biribi a ɛsii abofra bi hɔ mankasi me nkyɛn kuma ɛsi ne kapɛ koas ɔkwan so no medin de fida na abofra no edin de abubaka ɔwɔ afe duu enum anadu asia mu saa ɔtuu fam kɔ kɔnsum a ɛwɔ ɔkwan nkyɛn ho mete sɛ ɛyɛ nsutwa ɔkwan ansa na nnipa a wɔwɔ hɔ  no tuu no firi mu ɔhome yie siesiei i na nyame adom nanso ne nsa abubu no berɛ a wɔreyɛ no no ne nsa no a apo na ɔkyekyerɛ no sɛ ɛyɛ no yaw paa yɛpɛ sɛ obi bahwɛ no yie ɛfiri sɛ ɔkyinkyim daa
74,mepa wɔ kyɛw biribia asi wɔ takoradi kapekoas ɔkwan so anoma bɔ nkyɛn ɔbarima kɔkɔ bi a wɔfrɛ no selom kaa abɔ no mete sɛ ɔwɔ afe aduwɔtwe kakra ɔtuu fam a ne tirim ne ne kɔn bua a ɔkwan so yie na mogya retu firii ne tirim nanso ɔhome na ɔka asɛm kakra me din de akɔsua me rekɔ na nhunuu sɛ na ɛrekɔ so nnipa bi ahyia ne ho ɛberɛ yi mepa wɔ kyɛw mommra mmoa yɛn ntɛm ntɛm ɛfiri sɛ abɔfra no hia sɛ onipa a ɔyɛ aduru ho
75,me din de maame na mereka mmara ho sɛ merebrɛ wo nsɛm bi a ɛyɛ den pa a na ɛbaa ɔpanin bi ho fa kintampo hɔ wɔ kwan a ɛkɔ tamal no ho ne din de wuredu na nnipa bi to wo no so wɔbuaa no yeyia pa a wo ne ti ne ne kɔn so yɛ ɔpanin na ɔntumi nsi ne nan so ɔdafampe ara mogya retu firi ne ti mu mepa wo kyɛw ɛnyɛ ɔhaw kakra ɛyɛ den pa a ɔhia mmoa ntɛm ara nsa na biribi a ɛborɔ saa bɛba no
77,ago mepa wo kyɛw boa me meba kofi wɔ aksident wo takora di ne kapekoas ɔkwan so anoma bɔ fitaa a me ne ne maame me din de elinam kaabɔ no wɔ ɔkwan ho ɔyɛ aberantoaa ɔfata mfi dumiɛnsa enti na ɔtuu fam na wabubu ne nkyɛn wɔ ne yafunu ne ne kɔma ho na ɔnte haw pa a ɔhunu ne ho na ɔnante o nanso ɛyɛ no yɛw tiaa enti mepɛ sɛ meba abrɛ mu yɛwɔ beara no ho ara nne
78,mepa woɔ kyɛw biribi a ayɛ ha wɔ tekyeman na mehia mmoa me din de efua na mefrɛ ho fa me nuabarima kumaa yaw hɔ ɔtuu fam wʼakyi yi wɔ efie mu na ne tibueeɛ fam yie ɔhunuu ne ho nanso ɔkeka sɛ ne kɔn yɛ no yawo na ne ho nsɛm no yɛ kakra sranye yeisuro ɛfiri sɛ ɔnte ne ho sɛ ɛden koraa seesei
81,agoo meba mawuli piragyea bɔ no nmara awia yi wo hohoɛgyasikaa kwan so piragyea no bɔ no ɔtuu fam na ne nsa no yere no osuresu na ɔde ne nsa so nanso ɔtumi sesaa ne nsa aseɛ kakra me din de boa tɛn me ne ne agya mepa woo kyɛw nhwɛ yɛn na ɛyɛ abɔfra na mempɛ sɛ biribi bɛba akyire no ɛte sɛ ɔhɔhɔ kra nanso yɛmpɛ sɛ yɛgyae no saaa mepa woo kyɛw soma ɔhwɛfoɔ mmara ne ho nhwɛ
82,mepa woo kyɛ wo mepɛ sɛ meka biribi a ɛsii ha wo wɔasɛntra me yɔnkɔba amo a abobɔyɛa bɔ no wɔ ɔkwan so na ɛnkyɛ ɔbaa no yɛ aberanteɛ ebi a wɔn mfi dunwɔtwe anaa dunnwɔkron na ne nan yɛ no yɛwo pa a wɔ akyedɛnte no mu ɛhyɛwo na ɔntumi agyina so korananso ɛyɛ no yɛ wo kɛse pa ara na yesu ro yie me din de fatima na yɛhwehwɛ obi a ɔbɛba mmoa yɛn anaa ɔkyerɛ yɛn ne ayɛ sɛ yɛeɛ mepa wo kyɛw soma ammulankyee mmara mmoa yɛn
107,"Mepa wo rekyɛ wo, merefrɛ ɛfa ho sɛ obi a ɔyɛ ababaawa bi, Ɔkada buaa no wɔ Usa Kempus-Mein-Gati ho ha akra. Me din deɛ ama a, meyɛ Lecturo wɔ ha, na yɛ ara no yɛɛ yɛn Fest-Year-Student bi. Ɔrekyee a ɔkwan akyi reka awie, na Ɔkada no baa buaa no, ɔtuu fam na ne ti kɔhyiaa fam, nanso ɔhunu ne ho na ɔrekasa ne kɔnyɛden kakra, na wabubu ne ti so kakra, nanso ɛnyɛ hu pa ara."
108,"Mepa wo rekyɛ wo, mepɛ sɛ mekaa biribi a ɛsi ha wɔ Kapekoas University. Ɔbarima bi a wɔfrɛ no Suleiman a ɔbɛkɔdroni nwosuimii mpɔɔ no mu nni awia mu wɔ ɛberɛ a ɔreyɛ rekyerɛ tionaa sum no, ɔkɔeɛ ho ne nnamfonom, na ɔhunuu ɔhaw ma ɔkɔeɛ ase kakra ansa na wɔtwe no kɔ nkyɛn. Enti ɔno na ɔfrɛ me sɛ me mmɛbɔ nkra yi. Suleiman ahunu ne ho nne na ɔkeka sɛ ne nsa ayɛ no yɛ wo. Anka sɛ ɛfiri sɛ ɛberɛ a wɔretwe no firii hɔ no, wɔkyerɛɛ no yie no, ɛnyɛ ehia ehia, nanso yɛsusu sɛ ɛsɛ sɛ obi ba na ɔnhwɛ no.”"
