id,translated_en
68,"I'm sorry to say something that happened to an old man who lives with me, and he is a good officer who came to his house and was so charged with his arm that I was forced to hear my name crying and that if I listened to the noise, I wouldn't die, but his arm was so good that he couldn't be taken off the sofa or tell us what we were doing."
69,"I am called on to apologize and I am speaking to a man who has been bitten by a man named a man named a deer in a manner known as a deer in his twenties, and there is a little bit of pain in his feet and they say that he is very sorry, but he is reading and sitting on the sofa and sitting next to him and sitting on his face and begging for help."
71,"I am sorry to say that I am not speaking on the basis of my name, and I am calling on the name of the young lady’s daughter-in-law in a manner that is not as sensitive as her mother-in-law is, but we don’t think it’s going to be a little bit of a lot of a stone attack, but we don’t want someone to know if they have that kind of thing."
73,"I, for my part, want to say something that happened to a child’s mother-in-law’s son-in-law’s name is"
74,"I'm sorry for something happened on the Takoradi Kapekoas road, and I hear a man named Selemoh said that he had a little bit of an 18-year-old head and neck that was bleeding from his head, but he took a moment to learn my name and didn't know that it was happening to some people who were going to meet him. I'm sorry, please, to come and help us quickly because the child needs to be a medical person"
75,"My name is on the line that I am not going to blame you for what happened to an old man on the road to Kyoto and for what happened to him and for what happened to him and for what happened to him and for what happened to him, and for what happened to him, I am not going to blame you for what happened to him."
77,"I am pleading with you, please, to my son-in-law, and to his mother-in-law, my father-in-law, my father-in-law, my father-in-law, my father-in-law, my father-in-law, my father-in-law, my father-in-law, my father-in-law, my father-in-law, my father-in-law, my father-in-law, my father-in-law, my father-in-law, my father-in-law, my father-in-law, my father-in-law, my father-in-law, my father-in-law, my father-in-law, my father-in-law, my father-in-law, my father-in-law, my father-in-law, my father-in-law, my father-in-law, my father-in-law, my father-in-law, my father-in-law, and my father-in-law, my father-in-law, my father-in-law, my father-in-law, and my father-in-law, my father-in-law, my father-in-law, and my father-in-law, my father-in-law, my father-in-law, my father-in-law, my father-in-law, my father-in-law, my father-in-law, my father-in-law."
78,"I'm sorry for something that has happened here in the Tamale, and I need to call on my name to call on my younger brother, who fell behind the house and broke his head and saw himself, but he says that his neck is painful and that he is a little bit afraid because he doesn't feel like it right now."
81,"Asamoah came to see my father-in-law on the Sunday, when he hit him on the sofa, he fell down on his arm and broke his arm, but he was able to change his name to help me and his father treat us as if we were a child and I didn't want something to happen in the past, but we don't want to let go."
82,"I, for my part, want to say something that has happened to you that I have not lived with my neighbor in such a way that the woman is soon a young man who is from eighteen or eighteen and whose leg is the right one and who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the"
107,"I'm begging you, I'm calling it about someone who is a girl, Ɔkada responded to her in the name of Usa Kempus-Mein-Gati. What I have given my name, I'm a Lecturo here, and we just made a Fest-Year-Student. He caught a distance, and the Ɔkada responded, he fell down and his head came to the floor, but he sees himself and speaks a little bit of his neck, and he has a slight breakdown in his head, but it's not so terrible."
108,"I'm begging you for a moment, I'd like to say something here at Kapekoas University. A man named Suleiman who came to the scene during the day when he was speaking to Tyonaa, went to see his friends, and saw trouble with him before they pulled him to the side. So he calls me to make this message. Suleiman has known his voice and says that he has done it to you. That was not necessary when they pulled him out, but we think someone should come and take care of him.”"
110,"I'm sorry, I'll call you over there with my friend. Something happens to you this afternoon. Amas is heart-to-heart-to-heart, we're going to do our best with Shilab. One of his novels is playing and one is putting some time in his hand. It's not too good, it's about the bottom of his hand, but he's being too hard to make it. My name is Silom and we're Labmetis. If I want to know something, we can do it for him this way before we take him to the kitchen."
111,"I'm sorry, I'm calling you from Kumasi Academi. My name is whiddy. Some of me happened right now in Brak to me. Our two students are on Bikyikli on Sports Block, and they want to vote for them, and they drop you off, and when their hands are heavy, they see him and talk to him, but if he wants to change it, it's too hard for you. We don't think his bone has expired, but we want a human to come and see him."
112,"I'm begging you, my name is Asamoah, I'll call you from Asamoah college Kapekoas, Al-Hasan who came back from town with Dropen Tari. And a car collided around the Tari near the Sukoo Get, he threw a stone at it. However, the alien is a little more Scrapes and a certain liver on his feet as well. He sat down now, and managed to take off his leg. Therefore, we don't get well if he has a sore throat or anything that is very dangerous. So we don't want him to go to the hospital and take care of him, because if it's the same way."
116,"My name is kwabena. I'm a student at the pokuware, type at the wʼakumasi. Late in the afternoon, one of our most economics practical, Bafor, spoke to and forced by one of my classmates. His syphilis was bitten by his Sykes about his stomach. His body is not strong enough to get worse, it begins to turn out to be a little red, but he's still sleeping and I was served as my cat by the Yesuro Teacher immediately."
118,"“My name is Naa and my friends are taking me there. They have fought akyedante here and hit me. The storyteller's mother-in-law has gone skiing since the top floor of my torreblore and wants him to say that he walks somewhere and that his baby and his back are very well. He sees himself and speaks fluently, but he is trying to convince you to do it, and he also needs the fruits from you. We have helped her to sit down and sit down on the floor, but we don’t want it to be nice in her and also need the fruits. We have helped her to sit down and sit down on the floor, but we don’t want to change it so much, because the place where we say it is your favorite and happy place."
121,"I'm sorry, something has happened here in our birthday at Wesley Gilson and I'd like to talk about it. I've eaten about it, I've been in the same Hauser, our two women met, because a man came from a toilet. All of them continue till the end of the corido. One lady put water beside the head of the Telebo farm and fell to the door and saw herself. However, her neck is hard, and she constantly says that her head is very painful. Apologise. Yama's woman who hit him is gone but there is no field at all. She needs someone to take care of her."
122,"I am pleading with you, a very difficult thing that has come here to happen before college, murder. My name is Asante, I am a student. My friend went and sought to write to the government in the wake of the night of the storm, and he bent down on his feet as well. His legs are large and not small, and everyone has blood in them. We don't fear to take it away, because his legs are pretty short. Please apologize, help here early."
123,"I'm sorry, I want to say something about the University of Ghana-Legon in Hulls. Medinii has made me a student who I'll finish killing, a senior student has a child, Ibrahim, who gets into it and it's very hard. He was tied on his stomach and on his time all the time, and he can't stay in bed, and he cries that he wants a pain in his chest. I'll take her in their arms, but he goes to the hospital. Some air is so dark in his body."
114,"When my name is this, I call from Tamale Technical University, my girlfriend, a student here going to Twakar-Pak next to her name Eren-Block, and a Campus Bus hit her on it, as it turned around. He fell and broke his head, had a small pocket on it, and his neck was painful, but he finds himself and is talking. We want to know if we should take him somewhere and take care of him?"
115,"I'm sorry, I'm calling for a report about something happened here in Navargo Senio Heist. My name is Abena and I am a teacher. We killed him, I don't live in the mouth of the Pipum on the sofa and hit a single teacher, a fox, when he is going on, he is okay, and he is the same as him until now and he has a problem, he understands now. However, we want someone to come and take care of him, because he has never told him that he is sorry."
124,"I'm pleading with you to remind me of Rome's existence here in our Rome at the Agysi University. He dug the ground next to his head and opened the disk, about it, but now he discovered himself, but later on, he pursues ideas and his neck is yours. Around the tree and I worry about his brother so, he doesn't eat much. That's why it took so little fire on his head and my name was blessed if there wasn't a lot of blood. I stayed with him. I'm sorry. Can anyone find out about it? Send me an ambulance code and I'm sorry."
84,"I'm begging you, I'm calling on you, to inform the old man that set the souls and the cappocket Koas road near your seeds somewhere. My sister's husband owns the trumpet that connects others and he is broken on his leg as well and is unable to walk properly. This child is about 90 years old and when we are saying the same thing, some people on the road are hitting him. I didn't bite and I didn't draw to him the same way, but I wanted to call the first time someone would come and see him."
86,"I'm begging you, my grandfather Gifti, to drive him down the road here, it is close to our house, he is an adult, and the debt is very high, his leg is dead, and he is bleeding. My name is Kwabena. I'm begging you for a long time, he can't stand it at all.""Sex sleepless days"
89,"I'm sorry for everything that I did to Tamale, Borgatanga. The Walewalefa child, who was bitten by a child, was knocked out by his neck and neck. My name has given life and I'm sitting on the street without noticing that it was so I prepared to help him. He sees himself and is talking slowly, but his coughing is likely to be bad. We're looking for someone who came or who showed us each other early on."
90,"I'm sorry, something bad that has happened to a child, and I'm calling you by name, it's called Agyɛ, it's working and it's getting into his hands, it's raining, it's raining, it's raining, it's raining, it's raining, it's raining, it's snowing, it's snowing, it's snowing, it's snowing, it's snowing, it's snowing, it's snowing, it's snowing, it's snowing, it's snowy, it's snowy, it's snowy, it's snowy, it's snowy, it's snowy, it's snowy, it's snowy, it's snowy, it's snowy, it's snowy, it's snowy, it's snowy, it's snowy, it's snowy, it's snowy, it's snowy, it's snowy, it's snowy, it's snowy, it's snowy, it's snowy, it's snowy, it's snowy, it's snowy, it's snowy, it's snowy, it's snowy. I will not give up on you, I will not give up on you, I will not give up on you, I will not give up on you, I will not give up on you, I will not give up on you, I will not give up on you, I will not give you up."
91,Agoɔ abɔ abɔ abɔ abɔ abɔ abɔ abɔ abɔ abɔmɔ abɔ abɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔnɔn
92,"I am pleading with you, I want to make a statement that happens to my little brother. He eats his wwame, performs for ninety years and is working on a consturktion set next to the dog's Kapekoas road, and something moves over his arm. He says it's painful to you, but he can't hold his hand for a while, so we don't think it's a good idea. My name is bright, and I want to know if he needs to go to the krinkika or we can take care of it at home."
93,"I'm sorry for birth, I want to say anything here. I'm a friend of mine who understands my religion. He bent down on the bottom of the boat, slowly slammed his head on the floor. He's alive and talking, but he's a bit broken and says that it's yours. My name is Ibrahim, I hear his collection and I see him as a noise so I came to see him. We haven't heard that it's great, but we want someone to tell us that we're not strong today."
94,"My name is Suleiman, I'm calling on you to accompany me to an official named Bafo, he fought Akyedent here, not to go and that is where we live."
95,"Our name is Akufo-Addo because something bad has happened to a child. His name is Afia and he will only be fifteen or sixteen years old, and he will have his neck and head fixed. We have a bag of gatanga, a balku road, an external area of the west, and it is full of good and sweet meat and it is very bitter to you and it is very bitter, but he sees himself and speaks regularly. I apologize to someone for breaking one's law and they don't help him immediately."
96,"I've been talking about everything that goes on in Tamale for a long time. We don't have a road, Saveli is nowhere near her. My name is Abraham and I'm passing through and I see a child, a pickpocket, threw out of his cigarettes on the road, his legs a little bit painful, but there's someone like that, he should stay on the road and be able to take a little bit of it. There's somebody around now, but I don't want to tell you why somebody should look after him."
98,"I'm sorry. There's a big issue here and I needed help right away. My name is mine and I'll call there via a baby. His name wasn't kwee. He wetted water along the road. The place near the fence, he walks into the river and when we pulled him out, he does nothing. His neck and head do well. If something doesn't sit there, the child is very small and his condition is very bad. I apologize to someone, send someone here immediately, because, we know what we will do for him here."
99,"I am pleading with you; I want you to make a statement that hangs on a man's trap here. My name is free and the child is quiet to declare a neighbor, not old. If a lion on a nearby hill moves on its head and digs, it doesn't hurt, but it is very soft, and its neck is strong. If, therefore, this is very dangerous, we are looking for someone to come and help, because the prayer is great, not small."
100,"I'm sorry, there has been a very hard thing to do and I need help between them. My name is la yia and I'll call a pickpocket. The man is working along the path that leads to Takore and only tocape a porcupine. alongside Anomabo, he is working hand in hand with a black sweater. It is very dangerous, his feet are broken and hemorrhoids are bleeding out. He insisted, ""We can stop the blood and not walk."" However, it is good for you to be very scared, please forgive you, send help to the solution instantly."
102,"I'm begging you to share your voice this afternoon, something happened to a knuckle on the road, Zebila, a babysitter, Araba, Tipa Truk hit him on the way making a cow. He fell down on his head and broke his head, but he saw himself and was reading a little blood from himself and said it was painful and neck. I agree that I'm the one who heard from me and who was very good to you to send you someone else to see, because he is young and we don't want for some reason, send an ambulance code early."
104,"I'm begging you, I want to say something about an akyedent that happens to you. We don't have a Senir Heistor. My name is Isaac and one of our Sundens named him the pragya of Sukonoo soup, while he is on his way to build the house this morning. He is the same child and the leg is painful but he saw himself and was bleeding. We have made him sit down and someone is sitting next to him."
105,"I'm sorry. My name is declared. I call you from your nippa senior heist or. We're the only women who eat. He's afraid of the sky next to the Dormitore Block, and his head opened the Step's distortion. He saw himself and was reading, but he pointed at his neck and says it's a little bit of you. It's not as terrible, but we want to look at it well."
106,"I'm greeting you are apologizing. I'm calling from anything stronger than Ahaeshhor. My name is Yakubu I am the teacher here. We didn't buy food, Elinam, who is the boss. He is crossing the street near the name without the name of the Skubas to meet him and to dig the ground. He was very disappointed with the good health of his neck. Ormes, on the other hand, insists that he should bleed away from his head and break away from the law of the law of the law of the law of the law of the law of the law of the law of the law of the law of the law of the law of the law of the law of the law of the law of the law of the law of the law of the law."
