id,roundtrip_en
38,"Instead, please I can not become Ofori, and I live by country but Savelugu, Temale-Yefin convention. There is a man here, you know the Dedei  you don't know who's just human being. You've been able to get a face to meet, and there's a lot of money in the country  I've wanted to do your right, and make sure you get rid of it. It's a bit slow and your culture, but there's a lot of money. Then, too, if you know it, your name knows us not to say, ""You don't know your name, say to you,"""
39,"Today, you look at me as a symbol and a challenge, all in the house say, Suame, Kumasi. He asked for a place to sit, and a God of school, and some of his belongings weird. When it comes to a shortage of men, a man who goes by our names, and a mother's mouth. I'm not sure, Agyeman, I know some of these children will not go home. Please why are there any people who live in a garden?"
41,"Please, please, treat me with a smiley face. Yaw our Accra-Kmasimahway, where you go around Nsawam. I see Baffour, okaw, win your stomach with a low blood pressure and you will tell us how to tell a meeting. Today at the end of your child's womb, the approximatey branch or twenty years ago. We say that it is just a very male, if the body gets weak, it has the same irony irony as o. If you know it, it will be grown to the child. Please, it is important to have a consistent and stable forestry, back to power, and look at me! If you don't want to get rid of it, you look at it!"
42,"Please, I have turned out to be a traveller and a friend of our country, among the young men. And I don't know how to play it all, and what it means, let's go to your story to see it as you don't know that you've got to play it. It's well, and how long it's even a stranger who goes to the university, and how much you see it, and how much you see it as you don't wash your hands down. It's a stranger, and if you know it, it's right now, it's good. Even the Abubakar didn't like you and your child have passed. Please, ask for it to be created, but if you don't know who't play, it's right."
44,"Please, today, let's take a look at the bsoman's hand. Here is my mother  my Princefua, this kind of hole we are aging, eternity yesterday's creation mother's creation  the death of a child says never before but it's said, it's good. Don't leave the men who have come to our juxps down, it leaves one with one. I see you, the chief of you, what does it mean but he is executed with a  man's mother, reach his waist. Please, the men bow up, pick up, pick up a speech."
45,"dear, please bublice Abigail, buy Hohoe-Jasikan convention so, Commercial hole all pepper. You have a  maybe seventeen. I live and there is a white man, my din in Hadija. It's what's known that, to use a pig that has so much fun  you say  you've never heard. Onye's know you're going to be with us. It's our own hand, which is our own and mother's buying."
46,"Please, if you don't know how to go through a passport, let's take my vote, we take that for your Hohoe-Jasikan convention, which doesn't support it. Let's go, see if it's not nice to say, "" you know, you know, so I've become a priest. I'm just going to see Abubakar, see me and our house with him. Chale, you don't know how old you are, don't know, anyone can pick you up, but all in the hands of the people who are able to do his work."
47,"Please, there are people who live with me and Axim. I am very worried about your mother, Felicia, and metrics. There is a smiley face and a smiley face. A man is a man who, if his mother's seriosto  men who, and kying kÉmÉkÉkÉkÉkÉkÉkÉkÉkÉkÉkÉkÉkÉkÉkÉkÉkÉkÉkÉkÉkÉkÉkÉkÉkÉkÉkÉkÉkÉkÉkÉkÉkÉkÉkkkkr, skrumbumet, numbumbum and fracture required his mother."
49,"Please, accident makes it challenging Hohoe-Jasikan road so kkraa. Then, let's look at Serorm, we look at the podgyia, the bragua, and the bladder in our town. I am playing in Slemana, I'm going to get a meeting and it's hard to get. Instead, you always want to go to bed, but there's a rumor between men with disabilities and peppers, like our body middle. His mother's mother was very disappointed, and in the qualities that the doctor asked for when you don't have a check."
52,"Please, let me walk by the fire, let me go to my men. This is the first of us in Akih, you take away, for instance, in case of the boy. Take a bush and a palm frond, I am eating something but he supports it. Instead, he doesn't like it, he doesn't like it, his way of doing it. Appiah has sold him, a blood hungry, his palm fronds we can withstand, all his wealth. But it is aging and aging and he is aware of it, he does not know, he does not know. Please, stretch out your water and leave a palm wine. I am awarded, I am very sad for you."
53,"Please, leave what you just know, see what you are going to do with them. Then, let's go, see if you don't know how to treat it, ehah, leave you, just leave you, and say just let's go, see what you want men to leave, see what you want. I am eating Emefa, my father don't know, and the country gives you, it's not good. Please, in the old age, so that men just leave."
54,"Mr. Medin asked for Ramatu. Iffkon didn't have any of the creatures to do with the Tamale-Yefini convention, it's all. You can ask for Asare if you want your child to see, you can't be a failure. It's a game or you don't know if you're going to get sick. It's just a game or something that's wrong, but it's just how sad, when it comes to yourself, it's good. When you know, it's beautiful, it's good. If you're able to know, you're able to own your land, say you want your baby to be male, and the hungry ones you want to hug us. People are going to meet us when you go back to school. Then, let's look at your children's sad and wait. So let's look at your breasts."
55,"Please, let's first child is in Cape Coast. I've been in this country, AA Taxi didn't try to hold a meeting with him, a good market. At the end of your child's birth, he shall not go back to our town. Knock asked for a treatment from the white liver, to play the patrimony, and to have faith in it. I live in Alhassan, wholly owned land in Afia and western land for a child, to be tested by the ministry of worship."
56,"Right, boa me! Boa me lie, and serios acous! Nua me Asante, don't stand up for Dormaa Henkro, close to make a public road. It's good to have a seat dry. On the oung guy, maybe ninete or twenty, let's just get old  it's a fracture, let's go for a long time. I'm a dance, I'm going to look for something, I'm going to look for something, how it looks like you. Please, greet me! The big part of the body  and it's just kind of bad. When it comes to alcohol! You look at me!"
57,"Indeed, please. Me chose this Kofi   Those who request Ofori, respect and do not perform, in order to collect pepper and Tamale. Men and cooking fire  hot water, you take the pepper and pepper. His mother's bed is red, and it is made by men. What exactly means do you eat it, communicate it, and also eat too much goat. Then, you don't like it because of the white rhinos, you are asked to sit in a white country? You know, cha."
63,"Please, if you don't let us go, I can't travel. My mother Ofori  I'm sad and I don't have a grandmother. Aboboya respects our meeting, lives, death, death. Oni, she laughs with a new one and gets pregnant, and shows a small face. Her mother just holds you, and chale, you laugh  her mother can go to bed well ."
64,"Chale, brother Amoah asked me to work around the house our Yendi, get a guest called  we don't have a lot, it's right to look at small cuts. Heye deepskaa, a momund potato, you hit us and slow down again. He also knows, he is able to avoid procrastination, and only to look after him. My mind is  I have a port amperly. You can't park, boa Amoah's left her."
65,"Please, I have called for all that Mutali, my grandmother, amphew, his men  I won't go to prison without leaving. In children's school, but here's a lot, there's always been a need for your health and bottom, let's take a deep breath. However, the back of your breasts, years' house, see a skin shortage and pepper, red and whiteers have all gone away, all of them have gone away. Instead of God's house, you look at it, you see it. Esi, so that you don't know, I don't want to shut it down."
68,"Please, if you don't have anyone to do so well as men and women and women. Her uncle said to Asare  you have the same person as you don't know your neighbor too, see how the father feels about every stranger. I am sleeping in Mr. Owusu, people are sleeping under the tree, and people are killed by his words, and people are pregnant in his time. After that, there is no smoke at all, there is no modernisation, so there is no special representation in the history of today's village. Please, in case you don't have a child here, there is a person dancing at home."
69,"Instead, my mother Dela. I started to cry accident but the Cape Coast is in need. Ask your priest, we asked, we would like that, a doctor for a borehole. His dream is, you know, his dress, things. It's up, but that's just how he died, in and around. That's why not. It's up, it's easy for you to know, it's wrong. On that side, it's just what's going to tell you. Please, what's wrong in your country? It's not good? It's not easy to see how to swim, life? Chale, in need of help."
71,"Please, please visit accident asked for a first match from Nagon. I'm in Mutata, my sad  mahghor Asare  share taxi asked for a kent meeting, he asked you. Onimasi, his business representative o, died from a doctor. It's a little better. On the boat where many cau cruise no, nothing drives, roads like a pair and doctor check no well well."
73,"Please, only if his mother's children have come into contact with him, I'm going to unveil the Kumasi-Cape Coast conference. I like dzin Vida, and your friend dzin Abubakar  my job of having fifteen years old. The sleep and chairperson of a meeting is very important  I've left and I don't need a drainage channel to ask why you wouldn't come back to the river until our followers go through it. Because of the drought, God saw his mother's house, and when he was cooking, his men, his body, she's love and its lack of taxes, and his breasts are not good. Due to the very amount of doctora's birth and check your car,"
74,"Please, something happens for Takoradi-Cape Coast yghway, close to Anomabo. Ask for your good deeds, Serorm, don't look like me  my business owns eighteen or so. All these men have heard a meeting with me. This is just how it has passed, but it is just chicken that he has asked for a doctor. I like Akosua  I have the same feathers, apples have eaten, I'm the same people as the club that knows me. You water well, you need a doctor."
75,"Don't know, because of me yesterday. My brother who is in a very deep shape  and you are really a man. Asked for Kinampo, as a meeting with one of them is lying. He said, ""It's a very sweet thing, and it's just a little bit, it's a little salt. It's not easy for us to look after, but it's never to look like our house. The man, I can't know how our house is, his time knows and respect it as the house. She has turned it into a toilet with a panga. Please, and the men have failed to do it. You're just being able to get rid of it, and you just hear some of it. So let's know what you are going to do with it."""
77,"Right, please, please. My children, Kofi saw a bad accident. Our Takorad-Cape Coast river and Anomabo river. I want there to be a white man, Elinam. Don't ever ask the crowd of our town to come in, my time fifteen years ago, and it's a little wrinkled and spoilt but it's beautiful. His mother's union, which he and she used to sell, is why he is living inkra. Maa is a witch. As a result of this sad incidence, there are many things that are going to be done today."
78,"Please, let me congratulate you, I need you. I can't urinate, my own dress is a beautiful meeting that helps you preserve your bottom, due to your child's good health. As it may be, pepper is good for me to be good, on top of him and confuse. I need to ask for it when it is shining, a smile that you can eat it to us."
81,"Mr., Boa me! Ask  Godli, who came  praguaa nunonoon did not congratulate Hohoe-Jasikan meeting. The Motor's hole, all the hole, see the men's friends get to see the guest, and on my waist, gun bullets can kill. I like Boateng, I always call your father. Please, in your child's womb, he asked for it  see your finger, and I can also call it to chance. Boa my brother's phone, I'm sick!"
82,"Please, I am going to get married to him. My neighbor asks for, Amoah, a refugee burbboyaabu convention. She has been able to pay a lot of taxes. Then she has been able to youung man, man who has been invited to nineteen years, see his men who died then our accident. ""My car got a great day to death."" She used this way to be beautiful and we have got here, it is good and we die, see what our mother did. My mother Fatima, see me bed with your child but you ask people to preach to people very well . Please, you need a big amount of money!"
84,"Please, please  asked for the car accident to hit the Accra-Cape Coast road, please save Winnebaside. I see Akua, you pass a motorcycle, don't ask for a hole  it's good, and you're going to die. It's o't good and there's a salt and a week's death. Please, you have your child, many nineteen years, and our maternal leader. I don't have things to laugh.  I don't have something to laugh, I'm sure you don't know that, tomorrow's going to leave, there's no missed. Please, there'sn't been anyone in need."
86,"Thank me! Boa me! Mea, Gofty, don't try a hole and Tarkwa, yes. It's our fault. It's your man who, to find out what kind of pit it is and a young man who dies  you don't know our breasts, too much. I'm calling you Kwabena, I love you. I'm going to teach you. I am going to pick you up my teeth. I'm just got old and speak for it but I thank you. Please, thank you! If you are feeling bad!"
89,"Please, something happens for the Tamale-Batanga road, around Wallewale. The son, Agyeman, a father, takes a long time to ask her about it. I like, Amankwah, I have been in attendance. I can't make it any time. It's known to you as well as to the kasakra kakra, and all the land but it's done, with the men who are not going to be there. Chale, in front of your child is very hard to ask for."
90,"Please, let's go with your teeth and take a look at your breasts so that you can buy it. I like your mother, I am sure there is anyone like you. Then you don't love your child, see if you want him to go back, take a long time, take a long time to laugh. People want him or her to go back. Then you don't want him or her to go back."
91,"Instead, please please ask me, Agyeman, at work construction site Tumu, which is why he or she is doing it with the aging and endangered men. You have a child, it is done for everyone to be self-governing  one's eyes, which is beautiful say, once it's known, it's happening. I'm calling for your Patience, which means it's not easy for workers to show. People with disabilities say it's happening, with a smile on your shoulders, and something to make you laugh. With a smile, if you know it, I've called, I've called you. Please watch my back home, I'm asked how my father is in your house. You look up, please!"
92,"Please, let's children go by language. Kwame, you have left to do a drum on the farm  take a fight against the speech and construction site, Accra-Cape Coast all road, Winneba and Winneba. Then you don't know how to wash your hands, whether you are going to get rid of it or not. Then, let's just see the men and your son, ""When your child is pregnant, it looks like it's a pair. I'm selling it in Ofori, and it's really late in the afternoon."" He asked Kwame's man to take medicine, see if you get old?"
93,"Please, I don't like to leave Tumu. Neighbor has protected me but his wife's feet down. Then, leave your father with your father, as well as your father and father through the child who dies with his neighbours. I like Ibrahim, I don't have a smooth mind, and I'm going to look like a piece of land for my husband. At the end of my twentieth birthday, if you don't hear a child later on you can't see it again."
94,"Indeed, my brother was a sweet. My brother arrived at my village, and we were asked for Buffo. Accident went to this symbol, Kla Asoka and then he was there. This is why, our country is weak, and the country is weak. His dream has been released today. He said, ""You will know if you don't have the country to ask for this man. Indeed, there is only one that is here in your old age."""
95,"Instead, you are being Akua. If you donâ€TMt wait until there is anyone wrong. Let's be our year, he buys years fifteen to sixteen  fire burn no more, and happens to be here with the back of the hand. In the Botga-Bawku road, close Navergo's side. Burn is sure you're going to spend a lot of time, it's good, it's good, see your room, and it's good for you to know if you're going to get there, you're going to be right, because you need someone who asked me to wait for you. Please ask for a job, please!"
96,"Instead, you grow up  afternoon. Chale, I am not alone and in our Tamale-Yefini road webs, close to Savelugu side. I am Ibrahim, who took a long time to kidnap your baby  Agyeman  you are about the bicycle we are going to meet. It is okay and, then, cannot stand up until he knows, avoids our neighbour, and loses hope in the body. Onipa asks us what is good, but I don't know my mother, women, just in the case."
98,"Please, because you don't feel safe, I need everything. My son asked Memunatu, I was very sad and stayed on with Kwei, and Kane Krachi convention, there are and Kwabai testing. You leave all pepper, and there is a waiting corner of it from your mouth, you're going to say  it's your fault. And the hat and the likes used to kill us. Ask you all the way you, very small, and there's a sad corner of the codra right now. Please, hit your face with a smiley face and a smile on your shoulders."
99,"Please, let people below the country's Ministry oforisor Oforikrom. The former Kwame, the chief of the country Appiah, was able to reach my village, your country. A construction site was kept in place, and its protection was given to you, and to your mother, and to the mother only . . . . . . . . . ."
100,"Please, let me stay in our town, I need it. I will look after Laryea, I will call the Adjei. Let us meet in Takoradi-Cape Coast highway, and all Anomabo. Through construction work our home, there is a heavy easement meeting on the phone, whichever happens, the body moves on the road, and the kyeco. Due to the webcomic, it's a shock, it's handy, in the hands of the people. Please, let's go to the meeting with all of Anomabo. So let it happen! So let it happen!"
102,"Please, something happens this afternoon for Bawku road, near Zebilla. The child, Araba, turppertruck asked us to sign a meeting. Obumo, let you instruct you to go around, pick up and eat kasa, reduce the cuts kakra's request, get it for us to know. That's why we don't know that. I've got pregnant  I've cooked my mother's phonebour. Let him keep it on, please. Then, if a child raises it on, kkra asks Araba to keep your car kara, in the midst of the twins."
104,"Please, let's take a look at the accident's arrival at our Yendi Senior High School. In the old age, I Assah saw a doctor at our town, Dela, praguaa, but our school exercise  and respect us all you call you when you go to the market. Your mother, see my old man, how old he or she and you adopted children. In your name, there is no medicine that you heard the word at all."
105,"So, my son Appiah, I was free to come to Winneba Senior High School. In my eyes, Naa Dedei, your mother and the station wearing a doctorate block river, funeral, or you take the step of a hat. Oni knows if he or she or she can't take you for granted. You don't know your mother and you don't know how to wash your hands."
106,"Please, I have turned my first child down and then just wait for him to reach your Ho Senior High School. Mother Yakubu, a football coach asked him for it. Our school coach, Elinam  asked for a long time, sending leave with you, pick up all the bills and guard them. Every pit we get from door to door, and this is why it is bad but it is beautiful to know him, if he or she reaches our mother's child, and the only way you take care of your dress. Vocation has reduced the blood pressure. Please, in front of your stomach and then the child of man  the child of man and the child of pepper."
107,"Please, I have come up to you because you don't know anything but you don't ever know how to make the UPSA campaign so that. I saw Amoah, I have written a lecturer, he was asleep in our first-year-old student. Your father said that he was meeting but he was very disappointed, but our clothes don't know how to wash down, but they have been able to get lost  he has lost all the courage around. Chale, the priest, you have control over your body, his business, you leave your waist. If you don't expect the body to grow well, it won't kill your body, and you just catch up with men."
108,"""Please, I gave all the household members to Cape Coast University  and in our neighbour, Sulemana, we used a drown to start the swimming pool tomorrow. He stopped the police and sacked our children, and it's good, it's our fault. The next family of ours to go is your village, and the mother who is the host. He was also aware of his duties to leave my house, every friend of us who is our neighbor and his mother's mother's life. Then, if I don't want the doctor's family members, look after him."""
110,"Please, let me go through a conversation with Mr. Armah's uncle  how best he is to know his assistant to our T.I. Amassi gave Kumasi. In his speech, Bunsen Buter used a new name, he picked up and addressed Armah's guest. His brother dressed in a guest who was well-hosted park, searching for him, and singing with his men. Serorm asked me to dzin for my cousin, in the labmates. I didn't like it too much for him to be given a new score. I thanked him for what happened?"
111,"Please, my father is in Kumasi Academy. Mother Puzin asked Wiredu. A child added a breast time a calabate to contain bicines at the ports block, see that each symbol has given us a unique picture, it's a guest's address. He is very sad, you know how to swim, but a doctor always finds it hard to do anything, I'm not worth it. We don't want to take any shortcuts, say we don't want our kids to come from checks."
112,"Please, my son Issah, I call every Adisadel College but Cape Coast. Alhassan's full-time town with a dropping tail, noterique hunters likexi and Adisadelgate  you take care of, you're going to get rid of, and you're not good, you're not supposed to be a witch. See the creatures who die of it, and you lose your speech, they won't stand long and were asked by the fracture. At the bottom of the doctor's request, he was knocked down by a checker Alhassan."
114,"Indeed, the sad incidence can be curbed by the whites. I like Tamale Technical University. Chale, we named Abena  a doctor at the end of this season  he taught us how to park our engineering story, especially at the pumps holes. You are feeling scared, don't talk to us anywhere. Every game you think  cut kit kkra is what you can do for it. As it is left, it's just like it's wrong. Due to the crazy one, the main designor doesn't have a check?"
115,"""Please, my garden hell is like the Favergo Senior High School. Please, I have a teacher, I have a teacher. School which was founded by the ministrykickup to discuss all the work done, get a look at Funseini  you have a channer, it's ready to give up. His mind is ""his business path, and the heart of his heart gets better. You don't know his dream, because he's going to pick us up, he's not going to be ashamed of you."""
116,"""Name is in Kwabena, there are some students at our Opoku Ware School our Kumasi. This is not very good, yet his economics are very weak, because our classmates ' asked for Baffour' accident and the bÉtÉtÉtÉtÉtÉtÉtÉkÉkÉkÉkÉkÉkÉkÉkÉkÉkÉkÉkÉkÉkÉkÉkÉkÉkÉkÉkÉkÉkÉkÉkÉkÉkÉkÉkÉkÉkÉkÉkkref>ref>ref>ref>"
118,"Mr., I was able to see Shomeh. Myfree got to Naa Nao Akokor is accident to us Bolgatanga Senior High School. Your biological symbol is omo  every young adult drop ago block is, you don't step with your head, you've left with a side and a back and a back. Ont know, your chest, and the men who are our ribs are it's me's me's day. When you ask for a breast deep deep deep, your chest is, and you're throwing them. If you arrive at your bottom, they're going to hit your waist. If you get to go, then you're going to clear your face. Chale, sad I'll love me! You look at me!"
121,"Please, something happens for our doctory reception for Wesley Girls, see my uncle's report. Me din desk Dzifa, my mother's home. Our girls have come to play  two number  our fight baby don't, ask? She asks you from Mfantsimpmpm our mother's âase  girl girls have come to play our teeth like a gun, see dress exactly physical for corridor. The girl says his soul with water botle  right for a side which puts her  see Obumo and wall. Oni, you try, you're not going to get along, you're just going to throw your finger, so it's too late to say your hair. Wawagya is always calming, and  chakle  her dream! Odombody fi that saw her throat."
122,"Please, let all his mother's face be awarded to Kumasi  in Asante, once again. Chale my friend's Court, lights out, you should be stranded in a back wall and you look at any disability, you are discussing the death rate  a bird that tries to keep men from killing you, and one that one's guest should take a long time to collect your blood. Also in both you and the body will not be bound by it. Please, ask for a new one."
123,"""Please, let us have our children and his men, and we have our lands bought by the University of Ghana, Legon. I'm a great mother, Armah  a mother, a daughter of my mother, a student. Senior students asked us for an incubator. We saw how it was once a couple of years, but when it came to a decline, there was a delay in time, so long as there was a guest and a knight  and a big amount of men to tell us how to tell us how to tell us, stop us, pick up our breasts, clap and leave things you need. The child was knocked down in white."""
124,"""Please, my soul Serwa has filled the baby, Asshesi University. She has pleaded guilty, never before, but she condemned a doctor for not knowing our country and, in spite of everything, never before. And in the midst of an exams apology, which divides your finger's mouth to the screen as any disease that has been able to bear them. Cut asks us for the speed of the bladder."" Me in Nhyira, I am in the room Please, see our baby from a person and say, Don't you know?"""
