id,asr_transcript
16,meɖe kuku mefre ŋu na mi be menɔa nubɔbɔ ŋu ɖe nu si wɔa amea gbenya gã aɖe ŋu kɔabena ɖeka pekoas elmina vɔ dzi dzo fu eŋu mesu se be nu vivitɔ aɖe akɔ gã me ta nu o enye asi ƒe ŋkume wotsɔ wui mamle xexe le o gake ŋkume la doa vivi kpeɖekpeɖe eye eyi nam ɖe esime nye ŋutɔe nye ofori mele vɔ dzi le em eye mefo ŋu nye bena mekpɔ yi abe wò ale si naɖe kpɔyi ene srɔ sia eɖo edzi eye egblɔ na mi agbenya gã ɣe meɖeka ɖe eŋu be ekɔ wo ame naɖo meɖe kuku kpe ame aɖe va kpɔ yi nyuii ɖe ame bia yi kpɔkpɔ nyuie
18,alɔo meɖe kuku kpe ɖe ŋunye nyɔŋɔ menyem amawɔm metsɔ ŋkɔ nam aƒe ŋumele ŋshia sɔ eye nɔvimselom ŋutɔ nyem ewu fu egbe fifia ŋdi le aƒe ezɔ tsoƒe dometɔ aɖe ŋu le edzi eye su be nudzadzra vɔvɔvɔwo nam o meɖe kukukukukukumianana selom la ɖe asiwo o miawo mí aƒe fifia
19,meɖe kuku nuɖodo ɖekawo ɖe afi sia bantama egɔme egbenyawo me avi loŋutsu ɖeka le hafe isa ewɔ du ɖedɔwo ƒe nu le vɔŋɔ na eyi ke kerosenestovɛ si le dede yayi fifia agbɔ tsona gbɔ kpem abe keli la ene na ɖevi la ta dzi le eƒe ɖeviŋɔ kple aboŋu meɖe loo manya nyui hafi ɖevinu le esiwo la xɔ gbɔ eƒe ŋugbe nyuie abe nane maɖo o ene gake eƒe ŋugbe le edadɔ edzi yamenyekweku meefi ake nuɖoododo nɛ lawo mɔgbe kpɔ ame ɖekawo ate ŋu woafo akpɔ ŋu elabena mia me mele ezɔ oo be esia hiã lɔdzodzo o gake míenye nyuie be ame woakpɔ ŋuɖoɖo
22,meɖe kuku nudzadzra aɖe wowɔ ɖe kaperkoas elmina vɔ dzi eye medi na mi nu si wòwɔ nɔvinyɔnu si adzoa le trɔtrɔ si akɔ aɖe dzo abe kowoe na be akɔ la woyi dzi be aɖeke mese o akɔ la va tso xexe na wokotrɔtrɔ la ŋu akpɔkplɔ dzi le etsotso ɖe eƒe ta ŋu eye nam ɖo ŋu te gake ɖo edzi ele ɖoɖoi nyoe selon mele eŋu fifiaɖe vɔ dzi me meɖe kuku dzeame va kpe ɖe eŋumeɖe afi sia elabena dzi la ɖotsotsotsoo
23,meɖe kuku nuɖuɖu nyui tso ɖe afɔlidoƒe si le tama le le ŋɔ yeyii ame ƒe fome nɔvim bo ateŋ akɔ dzrɔ ɖe eŋu ɣeyiɣi efu ƒe vɔ dzi eye wotsɔ wo zi ɖe afɔlidoƒe sia gake eƒe afɔ le nu vɔvɔ aɖe me ewokakaka eye dzitsotso wo wɔ kpe ɖe eŋu miate ŋu dzeedze o ɖevi nu ɖeke wonyaa le ƒe ewɔ kple esia ɖeka ene ŋu eye ele agbe kpem eye eyi atɔtɔ miele ŋu kpɔkpɔ nyuie o eƒe fe menyem hamsa yamele fram meɖe kuku kpe ɖe mía ŋu vigbãa afɔlidoƒe sia elabena míenya nu si míele wɔm o
24,meɖe kuku nudzadzra gãtɔ aɖe wo ɖe afi sia asɔkɔa kuma si srɔ aɖe wonɔa owu su edoa me dzi le tsi me eye mieyom nyuie hã edzi fua me gake fu la yɔ tsitsi kple gblegble aɖe eya kukume ɖe o abe nu siwo wɔm le nu me ene atã kple do le hehe kple ɣeyiɣi aɖe abe nuti le vɔ ɖe nu me ene eye midona ɖo ɖe o nyeŋu nɔkwa me menye ablɔayi ŋutɔa o nye aƒe ŋɔ toa nyeŋu zã asi dom tsime ko eve asi gake eŋlɔ ɖe ŋunuouwo nyuie efo asi ɖe ŋu o nyuie meɖe kuku kpe ɖe ŋunye frɛambulaŋtsemi wo va afi sia kpuiekpuie elabena srɔ sia le nu dzi gam eye eme nu le nyuitɔ o ɖe nukɔnye
25,ŋkɔnye nye isa mefre wo be mena wo dzi nudzadzra si wo ŋu afi si mele suhu nyɔnu srɔ ɖekaa adzoa eɖo vɔŋgɔ na akɔ si wofre trɔtrɔ gblɔ ŋu eye ewu fuu kaba o asi le eŋu gake afo nya wo eyi nam eye ehiã be ama aɖe a va kpɔ eɖe nyuie
27,meɖe kuku nudzadzraaɖe wò agbɔ yɔ esɔ be nyɔnu ƒe ta ɖe aɖum kuma si kwabena eɖo fu ŋu di sia ewu fuafo ŋɔ ɖe anyi eye eta wo ɖe fu ŋɔ dzi ele agbenya gã me eye mitɔ midi ŋu nye nyuie ne eɖo edzi abe fu eye ɖo yi nam ɖe eŋu hã eye mate ŋu tsi nɔa ɖe edzi o abe nyɔnu o ŋkɔnye enye abenaa nye ŋutsu nyɔnu ƒe ɖevia me si ke o eɖo edzi gake eŋlɔ ŋutinya kakaka eye eyi nam ta nyuiŋutɔ midi ame aɖea woakpɔe elabena mate ŋu fo asi egɔme ɖe eŋutɔ o
28,ŋkɔnye nye ofori mefre ŋu wo be maɖe ŋkɔ na wɔ nudzadzra si wowɔ le ŋu hiwai la ŋu kpɔ kasɔa le srɔ ɖeka yawo eɖo fu megblɔ be ewu fu le vɔŋkɔ dzi eye afo nye vɔ ŋutɔ hã eye asinyeƒe sii gake medi woe o enya nu ɖe xɔxɔ gake yi nam nyuie eye emate ŋu ɖo ƒe nyoŋutɔ o srɔwo nɛ amaxɔxɔ nɛ miakpɔ ŋunye miedi be miƒe ŋutsuyawo la ƒo mi
32,meɖe kuku nuvɔ ɖekawoe ɖe aƒe si mele ɖitsem sɔ afomevinyɔwo ɖeka woe xlẽ wusu srɔ sia si le ɖe ŋu afomewɔm woɖe xevi ɖe etame kple eɖo ŋɔ nye ŋunyeamɔa mele eŋɔ me eye gake mese ɖoɖoe sia yi meɖe eme dzidzi na aƒe ŋkume eye memɔ ame le ɖe foma dzi eɖo edzikpɔkpɔ eyenam nyuie eɖo edzi o katã gake zi ɖo wo srɔɖia bia kpɔ ŋunye tso mi dze sia
33,alɔ meɖe kuku kpeɖe ŋunye akpɔkpɔ nɔvinyonye araba xɔoakɔ si efo eme la ŋuuu eye araba ƒe ta fu ɖe gã ɖo nɔ me eyi nam tutu kpɔ eɖo edzi eye edze gbe le gake ene ze la enya gbegbɔgblɔ le eme eye ta ŋɔ ŋu be gã meɖe kuku midi kpɔ ŋunye nyuie elabena mienyikeke o be enya kpɔ miate ŋu ɖe mi wuu eye ofrɛ ambu la ŋtse mi kpɔ ŋunye
37,alɔŋ meɖe kuku kpe ɖe eŋunye nɔvinyɔnu ŋunye abena owɔa taxi dze eŋu fo etɔnavroŋɔ ɣeyiɣi le fetɔ ŋɔ ko eya nye ɖevinyɔnu ŋutɔ le asi ewɔɔ ɖeke ŋɔ ko te gake kɔa dze eŋu fo afoe ŋɔ gake mele doƒe ŋgɔ o eɖo edzi nyuieeye wòŋusɔ amexɔ asi o afoe yi eyi enam kpui eye wu ŋɔ le wu ŋɔ ɖe eŋu nyeŋutɔ nye ara ba nɔe nye ame si le fre sia fre ɖea meɖe kuku ɖe nɔkpe na mi be miaɖoɖo ŋgɔ nɛ fifia nye
38,alɔm meɖe kuku nɔŋkɔ nye ofori eye medi gblɔ wo nu ɖe nu siwo wɔa ɖe nyɔnu srɔ aɖe ŋu afi sia ɖe savelugu kplim le tamale yaŋɖi vɔ dzi ŋkɔ ɖe eŋu nye naa ɖeɖeyi agbenyagã wole amesrɔpɛpɛ ele wo wɔ ɖo le avavɔta fifia eye nu aɖe ɖo eŋu makɔ nu siwo ewɔ le ɖekat si wole sɔ tso eŋu woa eyi nam le ɖevi ŋɔ kple eƒe gota gake eɖo edzi etɔ dzranutɔ le gblɔgblɔm eye enyo kakaka ho gake eɖi kpɔ ŋunyenutɔ mele kplia ŋu fifia eye emate ŋu zu ɖeɖe o
39,alɔ meɖe kuku nɔvinyɔnye a fia wo fle aksident ɖefo ŋutɔ ɖe gbeƒe ŋu afim la kpɔ ɖe ŋu sua me kuma si etrɔ ava egbe ŋu akɔ ŋɔ dzi le vɔ dzi gake mawu akpe evɔ wòku o eyi nam ɖe abɔ kple ɖeviŋɔŋɔ la ŋu eye wòtsɔ akɔ ɖe fifia la ŋu la gake afia le ezi ɖo eye ele gblɔgblɔm nyeŋɔnyaa jeman mele ŋutɔ nɛ ɖe egbe fim meɖe kuku medi se ɖedie be miawo nanɛna eya fifia
41,alo meɖe kuku kpeŋunye nɔvise yao wɔ aksident ɖe akrakuma si hihuai dzi ƒefe la ŋsa wɔam gɔme nyem nye bafoo nɔvitofe ame ɖeka fre ŋunye be akɔ ɖeka dome yi eŋu eƒe ŋɔ gbe si elea vɔ dzi la ame ɖeka le eŋu ahaha la akɔ woe dome yiawo ŋu eƒe ŋɔ gɔme ɖevi la le ŋkeke wɔ kple e aloo wɔ kple ewɔ la gɔme abe naneɖe xɔa nye ŋu la eyi nam tɔxɛ ɖe eƒe ɖeviŋɔ kple dzidzi hã eye mate ŋu ɖotoɖo o gake ɖo edzi etɔbɔ meɖe kuku meɖi kpɔŋunye ko kpe ambu laŋtse ɖe ŋunye wòaɖe eyi asiwo gɔme zi ŋutɔ kpɔŋunye wòana kpeŋunye
42,meɖe kuku meɖi gblɔ nu siwo wowɔ afi sia savelugu fi de ŋu egbe zanzan ame ɖeka le ŋutɔm fu seni srɔ ɖe eŋu le yɔ le avaɖoƒe le do hafi ame siwo ɖe nutiwo trɔ asi eŋu eye wòtsɔ eƒe gãwo ɖe wonuwu eƒe asi eye eƒe asi su kple nyuienam ɖoɖo gake eɖo edzi eye egblɔgblɔ le nye abubaka ame ɖeka frɛ ŋu nye hafi nugblɔgblɔa trɔ meɖe kuku mi va kpe ɖe eŋu esi nɔ ɖe eƒe ta la srɔ wo
44,meɖe kuku nudzadzra gãtɔ aɖe woe afi sia ɖaŋsɔman mama efoa ɖoɖoe wu fu egbeŋdi sia eye edze le xexe gãtɔ me afo aɖe si le eŋu na vɔŋŋ si mele nɛm o eye mate ŋu trɔtrɔa o edze na woe ɖo fu egbe ɣeyiɣi si eye ewu fu ɖo yeame naa woyɔm nɔviwo ame mele egbɔ egbɔ ɖe eŋu gãtɔ afi sia elabena srɔe nye eye eyi nam akpa ŋu edzi ŋu asi le yii fu zi nyuie meɖe kuku kpeɖeŋutsɔ nyuie meɖi kpɔ ŋunya kpɔkplɔ woni ze fifia yi afi sia
45,alɔ meɖe kuku kpe ɖe ŋunye nyɔnuvi ɖevi ŋkɔ nye abigail ewɔ le hoxoi zasikan vɔ dzi eye trɔtrɔ ɖeka wò aksident na eƒe megbe nyɔnuvi la nyɔnuvi ɖevi xɔ la esia eve abe esia eve abe esia eve abe esia eve abe esia eve abe esia eve abe esia ene ene nye ɖe nyɔnu nye ɖe eƒe ɖanye ŋkɔ nye nye eƒe doŋɔ eye leti si le ta dzi la vɔ abe nuɖe kɔkɔ eve gake eɖo edzi ele gblɔgblɔm kpɔ miaƒe miele xɔ eŋu fifia ekɔ la nyeƒe mele bia be nudɔwɔla aɖe ní nye le wò ŋu kae wo akpe na wò
46,meɖe kuku nuvɔ ɖeka wò ŋgɔ eye meɖi na mi kpɔe domekɔ aƒe ŋuti muntare ame wota ɖe eŋu ɖe hohoe dzasikan vɔ dzi ame geɖe woyi ɖe eŋu wu eɖe woɖe ta dzinameŋu eye do le eyi nam le eŋu gake eɖo edzi eye ele nufle le eme nenya ale abe nu sɔ gbãtɔ ene o nyemabubaka ne wò nu dzadzra la me le eŋu meɖi ame ɖeka a va kpe ɖe ŋumitɔ anyi alo miɖo na mi le woaŋɔ la efia wo ko abe nuwɔwɔaa le wo na ene esi muntare mele muɔ nyuie o ɖaa
47,meɖe kuku meyi ŋu be megblɔ nu si wowɔ nam fifi afi sia axim nyem nye felitsia eye meɖo fu le ƒe dometɔ ŋgɔ sia me le ame si le yeyee le ŋgɔgbe la dometɔ eme eye afɔnyem suasuaa ɖe asim ɖem woyi gake ezi le egbea o eyi nam kpuikpui eye esi nɔm vevie o mate ŋu ɖe asi le eŋu keke ne mese be nu vɔ o
49,meɖe kuku nudzadzra ɖeka wo ɖe hohoi zasikan vɔ dzi enumake ɖeviŋutsu ɖeka woŋkɔ be selon ele prazia di eye prazia ɖavɔ ji abe nyeŋkɔ nye sulémanaa mele vɔ ji la wo fom eye nudzadzra la wo loo ɖevi la eɖo edzikpɔkpɔ egblɔ gɔmewokpɔkpɔ gake eyi nam mɔ le eƒe ɖeviŋɔ kple aboŋɔ zi abe eƒe ŋutinyatitina la ŋɔɔ ene nu si ɖe meɖo ŋu be neva nyuie o gake midos be akpɔ eɖe
52,meɖe kuku nudzadzra gãtɔ aɖe wo ŋu afi sia sunyani eye medi kpɔ ŋunye enumake ɖeviŋutɔ si le aƒe sidzedze ŋunye apia ɖevi kɔklɔ ewu fu tsi me eyegake ɣe sia ɣi mɔ kpɔna eŋu eye efu agbe la gble gble abe agbe meɖo eme o ene nɛ miekpɔa ezi efo ɖevi ŋɔ kple abɔdzi vevie aɖe nɔ eme abe nu siwo vɔ ɖe eŋu gɔme apia efo agbe la gake efu agbe gbɔgblɔe dzi abe agbe yia ŋu ene eye nɛ miekpɔa eŋu emegblɔ nu o emedzɔ ŋu nu o meɖe kuku dze kpɔ ŋunye enumake maumenye ŋkɔe eye mele abe eŋu kɔ afi sia le subɔsubɔ
53,meɖe kuku nuɖodo gagã ɖe ewo va si ɖe afim ɖe bauku ɖevinyɔnu si le ŋutɔŋunye ƒe lɔlɔvi adzoa ewu fu afi si agble gã le vɔ ŋu le afɔli ƒe ŋu eye nu si ŋu efu e eme nyuie o le edzi o eƒe asi xɔ asi ɖe nyi kaba eye nam gagã eye mate ŋu ɖe asi ŋu o nyenye emefã mele ŋutɔ dzikpɔkpɔ le ŋuti eye eƒe nɔvi medze o abe nyawo wɔm nɛ mefrɛ meɖe kuku meɖi kpɔ ŋunye akɔkɔe ɖevi la mgaga kaba
54,alo yeyeyee nyemdzona ara matu mefre wò afi nudzadzra bubu xɔ ame dzi le tamaleyaŋɖi vɔ dzi kple savelugu agbo ɣeyiɣi bubu ŋu ŋutsu vie bubu dzona asare le egblɔ be ele agble akɔ va ŋutɔ zi le vɔŋukɔ me ele nutsu dɔwo kpɔ dzo sak gã la ƒe yi trukfe ta gbɔna si sak ɖeka vavatɔ la ɖo nu ɖe nɔ egbe me va tso eƒe ɖeviŋɔ dzi kpakpɛ masɔ asiwonanɛ o gake eɖo edzi eɖe le egblɔgblɔm gake eɖe gblɔm be eƒe ɣeti le ɖeviŋɔ zi la yi ŋunye eye mate ŋu fua gbe nyuie o efo dzi bubu meɖi ɣeyiɣi mekpɔ wò le vɔ fe la eye wògblɔ be meyi gblɔ ame ɖe wo ŋu meɖe kuku frɛambulamtse yi tso savelugu agbɔ la ko
55,meɖe kuku meɖi ɖe aksident bubu si wo ɖe afi sia kaperkoas agbɔviwo ŋutsu si le ŋunye kɔŋkɔŋ ƒe ɖevi afia oa taxi ŋuuwu eɖe vɔ dzi eɖe market ŋutɔ egbɔ ɖevi nyɔnuwo nye ŋu le eŋu bena aƒea awɔ alafa ɖeka kple bubu geɖe akɔ ŋu si wu eya nyo geɖe o eyi nam eɖe ɖo ŋɔ eye ɖa kakaka le eta dzi gake eɖo edzi eye ebua nu nyenye alhasan wobiwo nyeɖe nam axɔ telefon sia ƒe efo eƒe nɔnye le eŋu fifia eye wòɖi ƒe akɔ bubu si na wò o woɖo yia klinik
56,alɔm meɖe kuku ƒe ŋunye nɔvinye asante wɔ aksiɖent fafi dɔmaa aheklo kɔkɔ le vɔ gã ŋutɔ la ƒe ŋkɔ ŋu eye nu siaa yi dukɔ ɖevi la le vuvu akpa la le eƒe ŋkɔm hã ela ŋɔ enewo alo eo ewɔ ƒe ɣeyiɣi la me eƒe afo la vɔ dukɔ mele mɔ ŋuti o ko la leti vɔ la hã eye dzi tsotso le gɔme nyenye nii meɖo eŋu fafi eye ame geɖe tso ŋkɔ wɔm gake ame aɖeke to ƒe ŋku le nu wɔm o eyi nam eye mate ŋu duafo la o ko meɖe kuku frambula ŋtsemivie zi kpeɖeŋumivɔ eyi eŋu dukɔ
57,alɔ oshiyemedzɔ na wo be miaƒe ɖevi o fore woɖo nu eŋu fi ɖe egbe ŋdi le miaƒe agble o ɖeviŋɔ la yi tamale enya ele tso dɔwɔnu dzi me gake tsi vevie xɔ eŋu eyi ɖeviŋɔ kple abɔŋɔ le agbea me mele ku ɖe o atikeŋɔ la gbɔna tsotso eye vi la le enum akakam yeee ŋkeke sia nye kɔfi menye eƒe to ɖeviŋɔla le zaza nyuie eɖe eme eɖea me eye etsi agbe kaba la megblɔ ta vɔdzo o gake mele sɔ ɖe edzi kple na wo be miaɖe ɖevi la asiwo ke nàlé wo atike na eya le ŋuti la meɖe kuku kpeɖe ŋunye nakpɔ nu si miagbɔna wò na
63,meɖe kuku nuɖoɖo aɖe wò afi sia go asɔ eye medi na mi se ŋkɔnye enye efori mefrɛ mi ɖe nyɔnu aɖe zi ŋkɔe enye naafi asao
64,alɔ nyemnye edem meɖina wo ɖe nudzadzra dzetɔ ŋu ɖevinyem amɔa le wo dzo ɖe azaza siwo meɖo wɔm ɖaa yɛ ɖi nɔnɔmea asiŋɔ ƒe nu dzetɔ mɔɖe ŋu go be too siwo meɖo wɔm ŋɔŋu agbagba o xexe ɖeka ɖeka dzetɔ ŋu o gake le dzifu asiŋɔ eƒe dzitsotso atsɔ ɖa la ele nyuie eɖo edzi la gake xɔ egbɔ dzetɔ ŋu menye nu gagã o meɖi be magã se nu si wowɔa ɖaŋuɖoɖo nyuie
65,alɔo meɖe kuku mefo wo ŋu ɖe esi si mu tare ŋutɔ nyɔnu me xɔ to eye mele egbɔ dzi gã miele kintampɔ futre vɔ si yi kuma si gɔmesi nudzadzra sia wua me eɖoa le nuɖuɖu siwo ŋu eyedzadzrawu egbe ɖevi ŋɔ kple abɔ ƒome la le veve ɖevi la nyaa ɖa ŋu nɔ eƒe fa aɖe le ewɔ bliboa ɖeka hã eye egbe ƒome la le dzɔdzɔ vevie edzedze le egbe dzi eye blisteri le le eme gake eɖo edzi hã eye ele ɖe nu gblɔm akpenamawo nyemesi afɔvinyɔnu to eye mele egbɔ fifia gake miɖi nyimnu si miaɖo ŋu wu na wɔ afi si miate ŋu yi asiwo ŋu
68,meɖe kuku meɖina woɖe nu bubu kple nudzadzra si wowɔ na srɔ aɖe fika ye ŋɖi ametɔ si le ŋunye dzidzi asare eya srɔ ɖaɖa ame aɖe woava xɔ eŋu eƒe ƒe dzi wota eƒe asi ŋgɔ le gã ŋgɔ eye asi sia to akpa fifia nye wowusu mele eŋu dzidzi eye gake ke metsɔ nunya me wowɔ eya ɣeyiɣi la mava kpɔ nu sia gawowɔ elɔ ame sia aɖu eŋu o gake eƒe asiyeyi nam ɖaɖa eye enye mate ŋu tso asi la ŋu tegbee o medi kpɔ ame va kpe ɖe eŋu alo minana egbe nu si woawo
69,alɔ yɔ nyem ɖela mefre wo se nudzadzra siwo ɖe afi sia kaperkoas ɣeyiɣi kakaka o ke trɔtrɔ ɖeka dukpɔɖo lã via si le agbɔ ene ŋu se asi ɖo agbleɖe ewe eneawo ŋu la afɔeyi ta gã avava le esia dzi eye wòɖe be eyi nam ŋutɔ gake eɖo edzi la eɖe gbe mekpe eŋu aɖo ewɔ ɖe vɔ du me be ewɔ du vɔ si eye ame ɖeka le kpɔ eŋu fifia meɖe kuku kpeɖeŋu o mivɔse dɔwɔwo si ŋu nuiawo fifi la alo ɖii asiwo
71,meɖe kuku meyi ɖe aksident siwo ɖe afi sia navrɔŋu ŋkɔnya enye muntari eye mefrɛe gake sia kaka la nu ameŋkɔnya enye asare nye ƒe agbɔta akɔ si amewo fofoa nu ameawo dume le vɔ dzi la hiti ye akpɔkplɔ sia gake eƒe vɛ mele ŋgɔ o eɖo edzi eye eƒe dɔwɔwɔ mele vɔ akpa o afɔe to eyiye gake meɖe ŋku aɖeke le edzi o miewɔ to míaƒe nu bɔbɔ la míexɔlɔ be wuiyinye azɔ abe mɔ aɖe ene abe meakpɔla gake miedi be wokpɔe le asiwo la gbɔ be wokpɔ nyuitɔ eye mienya nutɔ
73,meɖe kuku meɖi ɖe nudzadzra si wona ɖevi ŋutsu aɖe maŋkesimkpɔ le kuma sika pe koas vɔ dzi ŋkɔ nyem enye viɖa eye ɖevi la ŋkɔ enye abubaka eɖeka le ƒe wae aloo ewɔ asia hafi ewu fu le tsi si le vɔ dzi magatsɔ bena tsi goglo alo nuɖoɖo aɖe ene eye eya fu tsi gɔmeɖeɖe ke abe eye ame siwo le ŋutɔ ɖo xoxɔ yi nu ɖe eŋu esia ko edzi fu ame nyuie fifia akpena mawu kakaka asi la xɔ veve eŋu la efle eye ele eɖo na asi la abe nutɔ aɖe ene meɖo bɔ ko bena ame aɖea woe va kpɔ eŋu nyuie elabena esiwo katã la ame la kpɔ vovo si go
74,meɖe kuku nudzadzra ɖe ta kuraɖi kaperkoas vɔ dzi egbea nɔ mabɔ ɖevi ŋutsu aɖe be woŋlɔ selon wɔa la akɔ dze eŋu medze ŋu be esia kple ee ene alo ewɔe ŋkeke la woɖe eŋu egbe ewu fu la eta kple eɖo dze vɔ dzi tete kae dzi le etsotso le eta gake fuwoagbe ale koi ebe gɔmenu nyeŋɔŋlɔ akɔ sua me le vɔ dzi la kɔ be nudzadzra siawo eye ame sia me katã le egbe le afi sia fifia meɖe kuku kpeɖe ŋumitɔwo ŋu be wovaa kpakpa ɖevi la ɖi doktoa kpɔ eya hã
