id,asr_transcript
16,mepa wo kyɛwo merɛfrɛ sɛ merebu nsɛm bi a ɛsii ɔpanyin bi kwabɛna hɔ ɔkwan a ɛfi kaperkoas kɔ eumina no so ogyaa no mete se nsu hyew bi anaa se biribi hyewo kaa ne ns ankɔ ase koraaames ase sɛ meboa ɔɛ ɔpanyin ni a mesu nu anso ɔte ne ho a reka aɛm ɛhia obia ɔbɛba nawɛ no
18,mekunu selom otuu fam ndora awiaha yɛn fie ha nhyiaeɛ so ɔreyɛ dua ase na ɔtuu na wɔkɔbuee ne nkyɛn so yie medin dɛ ama meyɛ ne yerɛ ɔse ne buluwa ne ne yafunu ho yɛ no yɛwo kakra nanso ɔtumi siesie ne ho enti menye suro se ɛyɛ kɛse pa a yɛpɛse yɛhu se yɛn dɛ no bɛkɔ baabi anaa yɛnye dɛn
19,mepa awo kyɛw biribia asi ha aba ntama ne awie yi mehɔhɔɔ ba esaa ɔredie aduane wɔ ɔkwan nkyɛn didiabiaa bi mu na kerosene stovi a ɛwɔ hɔ no flɛmespoe faa neanim ntam ara na ɔgyaa ɛfiri no no bɔ ne buruwa no ne yafunu mu ɛnye kɛsepapa no hoho no apempen na ɛyɛ no yaw na ɔrenya nkwa no nekɛsa yie mene kwku na mewɔ biae no ho ara berɛ a ɛsii obiara bɛtumi bahyia ne ho hwɛ
22,mepa wo kyɛwo biribiera sikape koas elmina ɔkwan so na mepɛ sɛ meka ho asɛm menuabaa adwoa noa ɔwɔ torotoro bi mu a kar foforɔ bi bɔ no kar no baa firi baabi a yɛnhunu nu na ɛbɔ wɔn wɔtoro no wɔ ne tiri so noa ɔreka se no kɔnyɛ no yɛwo pa ara nanso ɔrehunu no a ɔreka asɛm medin dɛ selom na mewɔ ne nkyɛn seesei ha ɔkwan ho yɛhia obi a ɔbɛbaboa yɛn ɛfiri sɛ mogyinu a ɛntotɔ
23,pwokɛwbiri be pnanso no na no mu yɛ bɔne pa a wapuntuu no na mogya retu no bebree na yɛntumi nsi no ɔyɛ ɔnkɔkatuwani ɛfiri sɛ nkurona wɔde no brɛha n nso na yɛnkoma atowasema no meamhamza menamfrɛ mepawokyɛ wo yɛhia mmoa bi mmaraha ntɛm pa a ɛfiri sɛ yɛnim de ɛɛyɛ
24,mepa wo kyɛ wo bɔne kɛse bi atoa ase ha wɔ asokwa kuma si ɔpanyin bi a wɔfrɛ no owusu bɛhyɛ nsu mu bɛyɛyɛ na yɛsuro no pa aa ɔrohonom ara nanso ɛyɛ berɛ wo na nye dɛn na ne tiri ne ne kɔnhyɛ mu na ɛhwɛ seranye pa ara sɛ biribi yɛ no yɛwo mu meyɛ ne hɔhɔ na menam metwe ne firi nsu mu nanso ɔntu so yiyɛ koraa mepa wokyɛ wo yɛhia mmoa mmara ha ntam ntam ɛfiri sɛ onipa yi yɛ ɔpanyin na ɔhwɛ serios paara
25,me din dɛ isa merefrɛ sɛ maka aksidente bi a ɛsii ha so hu ɔbaa panyin bi adwoa ara ɔretwa mo ɛkwan no mu a torotoro bi bɔ no kakra na ɔtuu fam ɛnye sɛ dɛn pa a nanso nenano yɛ no yawo ɔsee yɛ no yaw nansɛnkyerɛne kɛse bi nni ho nkotoo nkota bi wɔ hɔ ɔtumi yi nenan kakra kakara nanso ɔhia onipa bi a ɔbɛba na ɔhwɛ no yie
27,mɛpa wo kyɛ wo biribi atoa magya na okunafo ho ha wɔ adum kuma si kabena tuu fam ano pɛ yi ɔhwɛe ɔkwandan so na ɔbuee ne tiri ase fam ɔyɛ ɔpanyin enti yɛsuro paaa na ne kɔno nso yɛ no yaw na ntumi ntwe ne yie mene abenaa ha meyɛ ne ba na okunafo na sesei noɛkuna nanso ɔkyinkyin kakra na ɔreka se ne tiriyɛ no yaw paara yɛhia onipa bi sɛ ɔbɛba ne ho wienu firi sɛ numisɔ noho sr
28,me din dɛ fori mereferɛ wo na mente nsɛm bi a ɛsi won hehai no ho kasoa nkyɛn ɔpanyin bi yɛ wo ɔtuu fam mesusu sɛ ɔsɔre wo ɔkwan no nkyɛn na nanaa yɛ wo yie ebiara no nsa nso ɔtumi kɛka mfatamfata nanso ɛyɛ no yɛw pa ara na ɔntumi sɔre no ankasa ɔnyɛ ɔbarima kɛtewa koraa enti yɛesuro no akyi
32,mɛpa wo kyɛwo biribi bɔne na ɛsii wo yɛ no nkɔmpɔn haa wɔ dikyɛm so mmarima bi na wɔkaa owusu ɔpanyin a ɔte beaa a ɛbɛn ntranse no ho wɔbɔ no wɔ ne tiri one kɔ no ho meda amoa a meyɛ ne hɔhoo na sɛ metie dedɛn a meredie so mepuee abɔ no ho na mefaa no wɔ ɔsore fam no ho ɔtee no kɔmfusi na no kɔn yɛ no yɛw pa a ɔnkolopuse nanso no ho nye koraa ɔpanyin no hia mmoa
33,menuabaa raba hyɛ asidɛnti mu ne wea no kumasi tamar lɛ ɛkwan so bebia ebɛn edwura ho karebi bokare a ɔne ne ho kɔ no mu na ɔbuaa ne tiri yie pa a ne kɔ no nso reyɛ no yɛw bebree ɔtee nkɔm na ɔrekasa nanso ne ho nhyiɛ yie na ɛhohu sɛ ne tiri ho aho foforɔ ɛhia mmoa ɛfiri sɛ yɛnemuhunu se ɛyɛ safe anaa wɔbɛnya no dɛ ne ho kɔ baabi
37,mepa wo kyɛwo meniabaa bena wɔ a tahi bi bɔ no faam woyɛne efie ano ha navorɔngo ɔyɛ abofrabea ne mfee bɛyɛ edunsia pɛ moto baeka a ane tahi no bɔne nan nanso no ho yɛ ɔnkolopu se anaa biribisaa na yɛ no yɛ wo kakra na kerɛ bi wɔ hɔ a wɔgya no mena mefrɛ me din dɛ araba mepa wo kyɛ wo yɛpɛ se yɛnte sɛ yɛbɛyɛ no dɛn siesii
38,mepa wo kyɛwo me din dɛ ɔfore na mepɛ se meka biribi a ɛsii ɔpanyin bi haa faako a ebɛn savelugu wɔ tamarlɛ yɛndi kwan so wɔfrɛ no noa dede yi ɔyɛ ɔpanyin pa ara na ɔreyɛ dwuma wɔ efuu bi a ɛbɛn ɔkwan no ho no biribi to no mesuose firi kat a ɔreyɛ load no so yɛ no yaw wo neburua ne ne akyi nanso ɔda hɔ wo rebɛka asɛm enti ɛnye biribi a boro saa a nanso ohia mmoa meka no ho no nto yie
39,nnanso ɔnyame da ase nye dɛn pa a ɔwo yaw kakra wo ne yɛfunune ne burua ho sɛ wɔbɔ no ho sɛ wɔbɔ no ho nanso ɔnye aware ɔrehwɛ na ɔreka nasɛm me din dɛ agyeman me wɔ ne ho afei wo fie mɛpa wo kyɛ wo yɛpɛseyeinom dɛ yɛseyɛyɛ ama no afei
41,meniabarima yaol hyɛ aksidɛnte wɔ akra kumasihihwae no so bɛyɛ nsawɔ me ho mena meyɛ bafo ɔna me panyin na obi frɛ me sikare bi bɔ no wo nakyi berɛ a ɔrekɔtwa ɔkwan no so ɔyɛɔnkɔfo ɔwɔ mfe bɛyɛ dunsia a anaa aduonu dɛn a wɔkaa kyerɛ me no a ɔntumi agyina tratera ase nanso ɔnnimne a wɔreka kyerɛ no ɔnhawo no kɔ mu bi ɔrekasa mepa wo kyɛ wo yɛhiaamboa na yɛndɛ no kɔ hospital ntam ara
42,mepa wo kyɛ wo mepɛ sɛ meka bɔne bi a ɛsii ha wɔ savilugu anwile yi meyɛ ɔnkɔ fusenii ɔyɛ ɔpanyin ɔresane fi market no mu baa baabi a mmarima bi kɔ so dɛ nowo na wɔpɛ sɛ wɔdɛ ne sika kɔ wɔpuhwii no fam a wɔbubui ne nsa no berɛ a ɔpɛ sɛ ɔtia wɔn na afei ne nsa no ahoahoa na ntumi mfa so koraa ɛyɛ no yɛwo nanso ɔtee ho na ɔrekasakasa mena meyɛ abubakar obi frɛ me berɛ a ɛsi nu mepawokyerɛ
44,mepa wo kyɛwo biribiaa yi ara asisi ha wɔ dansoma no mena na ɛfuaa ɔtuu fam owie yi na ɔhyɛ mu dɛn pa aa na anano baako atwi akyi ɛkwan a ɛnye yiyɛ koraa rw
45,meba abigail na ɔrebɛkɔ wo hɔhoe gyesika na ɔkwan so a torotoro bi bɔ no fi ne akyi ɔyɛ abofrabaa akyi mfe dunsonanaa mena mene no na medin dɛ hadigya ɔyɛ meyawɔ wɔ ne kɔno ho na ne tiri so nso wɔ kunta kakra nanso ɔda wakye na ɔreka no kyerɛ yɛn yɛwɔ ne nkyɛn seesei na ɔte se no ho yɛ nanso mepɛ se obi te se ne asi
46,mepa wo kyɛ wo biribi bɔne sii ase na mɛnhiaa sɛ meka ho madamfo mu ntari wɔbɔnofo wɔ hɔhɔe gya sika na kwan so nnipa bi bɔne wɔbɔ no wɔ ne tiri so na ne kɔn nso ɛyɛ no yaw nanso ɔda hɔ reka kyerɛ no na no nso retee enti mensusu sei yɛ saa dɛndɛn me ne abubakar na mewɔ ne nkyɛn berɛ a na ɛsii yɛhia obi a ɔbɛba abɔ yɛn ho kwan anaasɛ wɔmeka kyerɛ yɛn deɛn ɛfiri sɛ ne ho ye koraa
47,mepa wɔkyɛwo mepɛ sɛ meka biribi a asi moho wɔ hahim me din dɛ felitia na metuu mfam wɔ efie mu mwɔ kɛwo mepɛ sɛ meka ehrle nkɛtwa bi mɛtui si sɔrokkrkn meawe mu sɛ birib borokn
49,mɛpa awo kyɛ wo biribisii hɔhoe gyesikan ɛkwan so ha kakra no abusuabaa tan bi wɔfrɛ no selom ɔtene piregyia so na piregyia no danee fam wɔ ɔkwan so hɔ meda me din dɛ soloman a mekɔ hɔ a na saa ara asɛm yi resisi abofra no ani da ho na reka asɛm nnso ɔreka sɛburua ne yafunumu yɛne ywo s wɔhonwmu honyɛhupapa koraa nanso esue obi bɛa na hwɛn
52,mepa wokyew biribi tia pa ara ba ha wo sunyani na merehia mmoa ntɛm ara me yɛnkoba apae a abofra kɛtewa ɔtuu nsuo mu na ɔtene wo nsuo mu twea ansa na yɛtuu no firii mu sɛ yɛtui no firii mu no sɛ yɛtui no firi m no ɔnyina yie na ne bulo a ne yɛfunu hwɛ sɛ wɔasorɛɔ na yɛhwɛ serɛn ye sɛ biribi yɛron wo ne mu apiaherɛ hom nanso ɛyɛ wiak pa ara na sɛ yɛferɛ ne din no ɔnsuo yiɛ mepa wokyew momboa mmerɛha ne stateyɛbade pa ara mene maame na mewɔ ha ne nkyɛn seesii na meretweɛn
53,mɛpa wo kyɛ wo biribi bɔne pa a abɛsie abɔfra kɛtewa bi ha wo ba woku mehohoo baa adwo a ɔtuu fam fii bobɛ dua kɛse bi so wo efie anim na kwan a ɔhwɛ ase no ɛhyɛnyiyɛ koraa ne nsa da so kyinkyina ɛnyiye na ɔsusususu na ɔntumi nyi ne na no mu koraamene mɛfa mete hohoo efie no ho pibirim na ne maamei ha enti mena mrefrɛ mepa wokyɛ wo yɛhiaboa ntɛm pa a ɛfiri sɛ abɔfra no yɛ
54,medin dɛ remetu mereferɛ wo fa biribi a ɛsii wɔ tamale yɛndi kwan so savilgo nkyɛn ɔbarima ɔfoforo bi a wɔferɛ no asare no ɔreboa wɔn dɛ serea sak yi firi turukimu wɔ ɔkwan ho na sak baako bɛhwɛe no firi ɔfa so bɛbɔ no dɛn wɔ ne bulowa so ɔgyina ho na ɔreka no nanso ɔkaisenekakra a ɛwɔ ne bulu mu noyyaw na ɔho nso yɛ no dɛn kakra mɛsi wɔ ɔkwan ho na mahunlu wɔn na wɔbɔ mokɔfrɛboa
55,mepa wo kyɛ wo mepɛ se meka aksidente bi a ɛsii ha kaper koasɔ me hɔho baa afia w a taksi bi bɔ no wɔ ɛkwan so bee a eben market no ho ɔyɛɛ abofra baa ebiara wo mfe aduɔsona pia bɔ no no yɛ hu kakra ɔwɔ ya wɔ ne kɔ no ho na ɔgya bisi ne tiri so kakra nanso ɔrenya no a ɔreka asɛm mena meferɛ no ɛfiri se ne maame na ɔwɔ no ho siisii na wɔrebɛhwe taksi bi dɛ no kɔkilini
56,mepa wo kyɛ wo miniabarima asante wɔ domaa ahenkuroha karubon wo main roadhɔ na ɛyɛ serius paa ɔyɛ aberante wo ɔte sɛ afeha dunkuron anaa aduonu ho na ɔnan yɛ no yɛw para ɛte sɛ ɔntumi nyinaa anaa nko biara na ɛyɛ no yɛw pa
57,maha yɛ a agya me din dɛ kɔfi mene ɔfori papa ɔfore yɛ me ba ɛne wiaberɛ yi ɔfori hyewo yɛwɔ yɛne efie kɔmpɔn hatamale ɔwɔ kokimfiri hɔ na nsu a ɛhyehyɛ no to no so ɛkaa ne buruwa ne neyafunu so nye serius paa sikin ɛyɛ hɔn na ɛyɛ no yaw kakra ɛberɛ yi abɔfra no nante wo yie na ɔsu na ɛnyɛ dodo bio nanso mefrɛ se mebisa yɛhwɛ sɛ yɛdɛ no kɔ hospital anaa yɛtumi tret no ha fie ara
63,mepa wo kyɛ wo biribiara si haa wɔ goa so na mepɛ se mebɛka ho asɛm me din dɛ ɔfore na mereferɛ efa ɔbaa bi hɔ wɔfrɛ naa dedeyi abɔbɔyɛ a bɛto no wɔ ɔkwan so na ɔtuu fam pa a ɔrekyekyerɛ ne kɔn na ɔrekase ne tiriyɛ no yaw nanso ɔte ho na ɔreka kakra nye dɛn pa a nanso ohia mmoara ɛfiri sɛ ɔntumi nyɛ ne kɔn yie
64,meba amoa na ɔreboa me adwuma bi hafie ha yɛndi na ɔnya krataa tiaa wɔbi wɔ ne nsa so firii adwumanneɛma no mu baako ho ɛnye din bebree wɔn tiaa wɔ nkɔ ara nanso mene dɛm na mepɛ sɛ meka ho asɛm kakra ɔho yɛ surotia wɔn nkɔ ara na mogya a ɛretu no no asa bebrebɛ deɛ
65,mepa awo kyɛ wo mereferɛ efi sema menuaba muntare abuno no a mewerɛ ahoopa a ɛfi sema no na yɛwɔ kintampo hɔ ɔkwan a ɛkɔkum asi no so na saa ɛberɛ no asii na ɔreboaboa biribi na ogya hyewo no nanim fa burua ne yɛfunu ho no ɔyɛ abofra maebɛ mfee edunsia na ɔwɔ na yɛkɔkɔ nampoboa no wɔ so nanso ɔda ho renya ne ho a ɔreka asɛm nyame adɔm mene asi naontie na mewɔ ne nkyɛn seesei nanso yɛhiaa sɛ yɛhunu de yɛbɛyɛ ansa na yɛataa kɔ hospital
68,mɛpa wo kyɛ wo mepɛ sɛ merebuu nsam bi a ɛsii ɔpanyin bi hɔ wo yɛndi ha me nua a ɔte me nkyɛn no asarɛ ɔyɛɛ ɔpanyin pa ara onipa bi baa ɔkɔkaa no wɔ ne fi wobuaa ne nsa yie pa ara na ɛaho no saa ne me din dɛ ɔwusu metɛne nkyɛn na sɛ megyee nnɛ no a meba pɛ ahu deɛ asii ɔnya wo sɛ wɔbɛwu nanso nensa no yɛ no yɛw pa ara na ɔntumi nyɛ no soro yɛhia obi a ɔbɛba aboa no anaasɛ wɔmma yɛn nsama yɛn
69,me din dɛ dela mereferɛ se merebu nsam aksidente bi a ɛsii kapekoas ha ɔbarima koraa bi a wɔfrɛ no kpo do ɔte sɛ ɔwo wo ne mfee ynanaasse ɔnkhospital anaa
71,mɛpa wo kyɛ wo mepɛ sɛ meka aksidente bi a ɛsii ha navorɔngo me din dɛ muntarei na mereferɛ fa me nifa asarehɔ hyaretase bi bɔ no wɔ ɔkwan so seesei ara ne ho yɛ nye dɛmdɛm nanso ne nan hyɛ no yɛwo kakra wo hɔ ɛyɛ meyawowo yɛdwene sɛ anka kut anaa bire sa ara na ɛyɛ fraktere biara ni mu nanso yɛpɛ sɛ oduruyafo bi hwɛ no yie na yɛhunu nokwasam
73,osɛ waretɔn no ba no nsa nohwɛ yaw na ahyewona ahye wo na akyekyerɛ no te sɛ biribi nye pɛ yapɛ sɛ obi ba hwɛ no yie ɛfiri sɛ ne tirim atete na wanyɛ dɛ no kumaa biara wɔ seesei
74,mepa wo kyɛwo biribiara si takoradi kaperkoase hehwa no so anomaa bɔ hɔ oku nani bi a wɔferɛ no silom mete sɛ ɔwɔ afedudu asɛ bi karobon ɔtuu fam no ohuro ne tire ne ne kɔn yi yɛɛ wɔ ɛkwan no so na mogya retu no fi ne tire mu nanso ɔrehome na ɔreka no kakra me na meyɛ akɔsuara na meretu ɛkwan no so ara na ɛsii na nnipa biarahohyia no ho siesi yɛhia mboa mommerantam ɛfiri sɛ abofra no hia ɔduloɛfɔw
75,medin dɛ maame na merɛferɛ mo sɛ meka biribi a ɛyɛ dɛn pa a ɛsii ɔpanyin bi ho faa kintampo hɔ wɔ kwan a ɛkɔ tamar no so ne din dɛ werɛdu na nnipa bi bono wɔbɔ ne yɛwo paa wo ne ktiri mu na wo ne kɔn so ɔyɛɛ ɔpanyin a ɔntumi nnante ɔda fam kɔnkoro na mogya rɛtu fii ne tiri mu mepa a wokyew situation no yɛ dɛn pa a ohiamoa ntam ntam ansa na biribi a ɛyɛ ho bɛba no ase
77,meba kɔ fi hyɛ aksidɛnt wɔ takoredi kaperkoas hehua no so bɛbiara a eben nomaabɔ menene maa me me din dɛ elinam karebi bɔ no wɔ ɔkwan ho no ɔyɛ abɔfra ne mfi nyinaa bɛyɛ ye siksin na ɔtuu fam na ɔkaa ne nkyɛn bebiara a eben ne buruwa ne yɛfunu ɔni baabi a ɛyɛ dɛn pa a ɔte ho renya no ho na ɔnante nanso ɛyɛ no yɛw kakra enti meba me brɛ nsam no yɛda hɔ ara bebiawara a aksidɛnt nisi hɔ no
78,mɛpa wo kyɛwo biribiara asi haa wɔ tekyima no na mehia mmoa me din dɛ efua na mewɛfrɛ ho fa miniabarima yɛw hɔ ɔtuu fam na wɔtwe yi wɔ efiemu na ɔbuee ne tiri wɔ famu yie pa ara ɔte ho na ɔhunu hwɛɛ nanso ɔreka se no kɔn yɛ no yawo na ne ho te sɛ ɔyɛ komfusi kakra yɛsoro ɛfiri sɛ ɔnse no ho ankasa seesei
81,maha meba mawule prɛgyeɛ bi bɔ no ne wieyi wɔ hɔkɔeɛ gya sika no kwa n so bikɛ no bɔ no a ɔtuu fam na ɛyɛ sɛ ne nsa ahuyɛawo osu na ɔkyerɛ no nanso ɔtumi tete ne nsatea kakra mene bo atɛn mne ne agya mepa wo kyɛwo yɛhia onipa bi mmaranhwɛ no ɛfiri sɛ wom sɛ ɔhɔhɔda no so nanso mempɛ sɛ meda abɔfraba dangili mu momboame
82,mɛpa wo kyɛ wo mepɛ sɛ meka biribi a ɛsi hawa sentral mehɔhoba amoa abɔbɔyi a bɛhyɛ no wɔ ɔkwan so ntɛm yi ara awopaboa no yɛ aberante ebia wɔ afee ɔhadum wɔtwe anaa nanayɛ wo yiɛ wɔ atidɛnte no mu na no hun na ɔntumi egyina so koraa ɔnkoro pu see anaa hwɛɛ saaa nanso ɛyɛ no yɛwo p ara na yesu yɛ me din dɛ fatema na yɛhiaa obi a ɔbɛba mboa yɛn anaase
84,mɛpa wo kyɛ wo meferɛ sɛ merebo nsamfa aksidɛnte bi hɔ a ɛsii akra kaperkoas ɔkwan so menaba nkyɛn baabi me nuabaa ɛkoan a ɔwɔ torotoromu a kar foforɔ bi bon na wayɛ ne yawwɔ ne nan so nanno ahɔho na ntumi nhyɛ so koraa ɔyɛɛ ababaawa kɛse afedkoronbi nkyɛn no wɔ me dinnii na merekɔ ne nkyɛn siesii nanso mepɛ sɛ mefrɛ kan na obi bɛba akɔhwɛ no
86,menana gifti kare bi bɔ no no takwa ha yɛn efie nkyɛn ɔyɛɛ ɔpanyin na kar no bɔ no yie pa ara na n ase na mogya pii retu me din dɛ kwaben a meyɛ nasefo mepa wo kyɛwo ɔntumi agyina ho koraa na reda suseyɛsromano paokora
89,mepa awokyɛwo biribi asi wɔ tamarlek bolgatanga kwan so walowalɔ hɔ abarima bi agyeman nnipa bi dɛ hyɛ no so wɔbubu yɛn n yie wone tire no no kɔn so mene aman nkwa mekɔ hɔ na mehunnu yi enti mekae sɛ meboa no ɔhunu hwɛe na ɔreka kakra nanso ne kɔno ho resusu na wɔhu sei yɛ no yɛw pa a yɛhia onipa bi mmara ha anaa wɔma yɛn hu bea a yɛbɛd no kɔ ntam
90,mepa wo kyɛw biribi bɔne paa aba saaa abɔfra bɛn ha medin dɛ efia na mereferɛ faa abofora bi ho ne din dɛ agyeye ɔreseɛ dwuma na makyini bisiim ne nsamu na ɛtwitwa ne nsa no yieyie na mogya retu paa yɛwɔ ahim reod no so benhauf asini abɔfra no yɛ neyɛw pa ara na yɛn ani agye hu mepa wo kyɛw mamboa mmerɛ ɛfiri sɛ ne nsã no yɛ hu paapaa
91,meba agyeman reyɛ adwuma wɔ kɔnstruktiɔn site bi haa wo tumu na biribi duru tee kɔhwɛɛ no na ɛkɔbu no wɔ ne buruwa ne neyafunu so ɔyɛ abɔforara fi dunkrontim na wɔhunu na ɛyɛ no yɛw nanso ɔte hɔ na ɔrekasa da a me ne pɛkye ntse ne maa me na ne nkurɔfoɔ a wɔyɛ adwuma ne no frɛ me berɛ a na ɛba a ɔrekasa ne bulua yɛ no yaw paa paapaa berɛ a ɔrohom nanso ntan biara nni hɔ a remmɛtu mogya koraa ɛhiaa obi a ɔbɛba boa yɛn anaasɛ wɔmmerɛ yɛn nsam a yɛnye ɛfiri sɛ yɛnim yiɛ sɛ biribiaraboeɛ ne mu anaasɛ daa bi
92,mɛpa wo kyɛ wo mepɛ sɛ meka biribi a asee fa me nua kumaa ho ɔdin dɛ kwame na wɔadi afe aduonum kronn na ɔreyɛɛ adwumaa wɔ konstruktion site bi wɔ akra kape koas road so kɔsewineba nkyɛn na biribi tuu hotuu n nsã so ɔkɛka sɛ yɛ no yawo nanso ɔtumi sesa no kakrakakra enti yɛntumi nsua sɛ ɛyɛ ɔhaw kɛse pa ara medin dɛ ɔfɔre na mepɛ sɛ midia hu sɛ ohia kɔ kilenik anaasɛ yɛbɛtumi efie
93,mepa wo kyɛ wo mepɛ sɛ meka biribi a ase ha wotumu mɛhyi foforɔ nii tuu fam wɔ komkpɔn nomu ɔhwɛɛ na ɔbuaa ne tiri wo fam ɔho yɛɛ ɔtee ase na ɔreka asɛm nanso wɔkut kɛtewa wo no kɔ ne ho na ɔreka se yɛ no yia hɔ me din dɛ ebrahim mete ho foforɔ pɛpɛpɛ na meba a sɛ menhwɛ no berɛ a metee nsi no yɛnnwen seyɛ kɛsepapa nanso yɛpɛ sɛ obitwe yɛn wi na kyerɛ yɛn deɛ a yɛbɛyɛ kɔsɔ
