id,asr_transcript,translated_en,injury_type,mechanism,severity,body_region,victim_sex,victim_age_group,location_description,first_aid,lat,lng,facility_name,facility_dist_km
16,ndaa m bee ni firiye ka n yɛli ya ni bɛ ka o kpɛma yɔɣu kɔbu na o nyɛ bɛ kapikuas ili mina nyaŋ zuɣu ziim bee o nyɛ ka naa n yɛli din ka zaŋ yɛligu nuu zuɣu zaɣi kɔbu yɛla kana o ŋɔ kaa gbalidaa ami o nuuzuli ni ka o bɛri kam ka yɛligu beeo nnyɛ o fɔri m bee nyaŋ zuɣu ka n nyɛ azaŋzani ka nyiɣi sɔŋ o nyɛ kpɛma ka m be yani ka yɛni ami o nyɛ pam soli o yɛli ka o nyɛ ye bɔrila ye zaa ka dɔɣi ti n ni yini o nyɛ o niŋŋmaɣa,I wish they would write a letter to me that they should come and learn that he who is the chief of their companies should be the one who is the one who is the one who is the one who has the right to be the one who has the right to be the one who has the right to be the one who has the right to be the one who has the right to be the one who has the right to be the one who has the right to be the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the,unknown,unknown,unknown,unknown,unknown,unknown,unknown,"The report received does not contain any identifiable injury information — it appears to be garbled, repetitive, or a translation error. No injury type, victim details, or location can be determined from this text. If someone has been injured, please keep them calm, still, and comfortable while help is arranged. Do not move them unnecessarily, especially if a head, neck, or back injury is possible. Go to the nearest health facility immediately.",,,,
18,alo n daa din yi bɔri yɛsim m bia sɔŋ maa nsɔɣim silɔn gbini yinili kɔbiga wɔɣibu ka n yi zuu ka ti di yɛla shɛli ka gbinitiŋkpam pam nyarim ka o ti gaŋ kɔbiga shɛli o tiŋ kpe o kpiŋtibu zɔŋ nyuli amaa kaman n sɔɣim baɣim o yɛliko diɣindi ni o pam ka yɛligu o kuli biɛla amaa o daa tuma o deei kuli o daa tuma zibu ka mi nyɛ o nyɛ yɛla fili o nyɛ ni kaa nyɛ biɛla ka m bɔrila yɛsim ti din sɔŋ o ka ti paɣim ka ti ti o hɔspitali kana nti di mali li n di ni,"when I wanted to find out what my child was trying to do with his child's teeth and if I were to find out what was going on in the dark, then I would find out what was going on in the middle of the night and what was going on in the night, but as I hid from his waist and he was walking slowly, he was just going home and doing what was bad in his sight and I wanted to find out what had happened to him and what had happened to him and what had happened to him and what had happened to him and what had happened to his hospital and what had happened to him.",unknown,unknown,unknown,unknown,male,child,unknown,"The report is unclear and does not provide enough detail to determine the nature of the injury or what happened. If your child appears unwell, is in pain, has visible wounds, or is behaving unusually, keep them calm and do not leave them alone. Do not attempt to treat any injury without knowing what it is, and avoid giving any food, drink, or medication until assessed by a professional. Go to the nearest health facility immediately.",,,,
19,ndaa ka yɛla paɣi bɛn ti ma ka chambu zaŋ n na biɛla biɛla yisa o nyɛ dia ndaa nyaŋ dii yirisi ka kukoo nam bi zim o yɛkɔŋ o diɣindi ni o pam zaa yɛligu ka yɛla o nya kpe aa kana o nuɣ pɔɣim daa ni o yɛligu ka o tɔɣim o ŋɔ ni o ni yɛli yɛligu ko ku be kayi maan nyɛ o din paɣi mbee ni ŋun do di ka bɔr o ka ti yɛli di aa ka yɛla bɔri nyɛla wala daa,"The woman was not in trouble with those who came to see me but a little while ago, when she saw him he was eating and didn't get drunk so much that a voice from his mouth said that he had come and had spoken to her because she said that he would not say such a thing that he would not say again if he had done so or that he should just lie with her and then we would talk about it and say that a tree is looking for fruit.",unknown,unknown,unknown,unknown,female,unknown,unknown,"The report provided does not contain enough clear information to identify a specific injury or medical emergency. If a person has been harmed or is in distress, please keep them calm, safe, and away from any potential danger. Do not leave them alone, and try to get more details about what happened so responders can help effectively. Go to the nearest health facility immediately.",,,,
22,n daa bi kɔŋ yɛligu kapilkus eli mina nyaŋkolim ka n bɔri nwuligi mpɔɣa a do bɛ tori tuli kɔŋ waa ka kaɣi daŋgbani o guu kaa noya bɛ zaɣa ka o kɔŋ pa wur o ŋun gbini ka ziim bee o ŋun guu o nyɛ o zɔhi yɛligu o daa biɛŋ ka o nyɛ bɛn tuma ka o kuli dagbana di maa nyɛ silom mbea o nyaŋ nuti ŋmee yi sɔŋ yikɔŋ yɛm mali maa bala ziim ke ntaa ntaa zani ma,"I didn't have a say in the olden days, when I wanted to unstooled women. You are lying in a hole in the ground and she is running and she is running around and she is not going to help him who is fit and who is not the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the",unknown,unknown,unknown,unknown,unknown,unknown,unknown,"The report submitted does not contain enough clear information to identify an injury, victim, or incident. If someone has been hurt, keep them calm, still, and comfortable while help is sought. Do not move an injured person unnecessarily, especially if a head, neck, or back injury is possible. Ensure the person is breathing and that any visible bleeding is controlled with gentle pressure using a clean cloth. Go to the nearest health facility immediately.",,,,
23,n daa yɛla kɔhim paai m banzɔŋ ka nyɛ tamali kɔɣili yilili mpe bɔritɛn kaa gbini o bɔri yilimaŋ ka bɛn koni o zaŋ o amaa o tiŋ tɔɣa paai o tiŋ lahikpahim ka ziim bee o paai ti bɛn kpɛni o bibia o zaasim aye moligu ka o yili ka o nɔŋnɔŋ ti mali zolo o yɛla n yuli ham za maa yɛm diga yɛm ndaa sɔŋ maa ti ko ŋɔ nyaŋnyaŋ balatima ti nyɛ yɛla ti sadio,"I was putting a lot of water on my arm and there was a big stone lying on my shoulder and he was searching for the house and those who came with him, but the town of his mother has caught him, and the blood has arrived in his son's house and the love of his father has become abundant and the love of his mother has become apparent to all of us.",unknown,unknown,unknown,unknown,unknown,unknown,unknown,"The report provided is unclear and does not contain enough coherent detail to identify a specific injury, mechanism, or victim. If someone has been injured, keep them calm, still, and comfortable while help is sought. Do not move an injured person unnecessarily, especially if there is any pain in the neck, back, or limbs. Go to the nearest health facility immediately.",,,,
24,n daa ka yɛligu paɣimdaana ka ti bi a soko kumasi nindaana o nyɛ o wuso o kuli kɔbu din ka ti suɣiri o daa o yiɣi bee o amaa ka yiɣigu ka gba gbim ka gbaŋ paɣim o ŋun ni o nyuŋ o nyɛ ka o kum daa ka ka nyɛ ka yɛla bee din ka gbaŋ doo o pam nnyɛ komi nnyɛ o yusiri kani maa di nuu nsuɣ o kɔbu din pɔɣim amaa o ka bɔri yɛliyɛli ndaa ti bɔri sɔŋkayi zaa wa ka ti biŋa ka siɣiri bala din nindaan ŋɔ yɛla ka gbaŋ paɣim,"I didn't tell a woman who was a quiet man who was a quiet man and she was a former husband and we were also looking for him when he was going up to bed, but when he got up the spirit and was lying down, the man who had been dead and saw that even though he was not hungry and his body was not watery during his years, he should wash his hands in water which was dirty but he didn't want to tell us all the things that were dirty and we were lying in the same thing and then the skin was burnt.",burn,"skin burnt, circumstances unclear",unknown,unknown,unknown,unknown,unknown,"A burn injury has been reported. If the burn is still in contact with a heat source, safely remove the person from danger without putting yourself at risk. Cool the burned area gently with clean, cool (not ice-cold) running water for at least 10–20 minutes, and do not apply toothpaste, oil, or any home remedy to the burn. Cover the area loosely with a clean cloth or bandage if available, and keep the person warm and calm while awaiting help. Go to the nearest health facility immediately.",,,,
25,n yuli di isa n firi shɛli atidɛnt din kuliko o daa suhim pɔyɔn kpɛma adua o daa nyaŋ zoli ndiri ka turi turi daa o chaŋ ka o gbini o yɛla ka daa yɛligu paɣim amaa o tiŋ yɛligu o yɛli ka yɛligu daa ka saha beɛla bee o tiŋ bee o tiŋbee pam biɛla ka o tolilaa pam biɛla amaa o bɔrila nindaana awam min o yɛla solim,"I love what I have done in the past, what he didn’t say, what he didn’t say, what he didn’t say, what he didn’t say, what he said, what he didn’t say, what he didn’t say, what he didn’t say, what he didn’t say, what he didn’t say, what he didn’t say, what he didn’t say, what he didn’t say, what he didn’t say, what he didn’t say, what he didn’t say, what he didn’t say, what he didn’t say, what he didn’t say, what he didn’t say, what he didn’t say, what he didn’t say, what he didn’t say, what he didn’t say, what he didn’t say, what he didn’t say, what he didn’t say, what he didn’t say, what he didn’t say, what he didn’t say, what he didn’t say, what he said?",unknown,unknown,unknown,unknown,unknown,unknown,unknown,"No injury information could be identified from this report. If someone has been injured, please keep them calm, still, and comfortable while help is sought. Do not move them unnecessarily, especially if a head, neck, or back injury is possible. If there is bleeding, apply gentle pressure with a clean cloth. Go to the nearest health facility immediately.",,,,
27,ndaa mpuɣi ni n daa nya yɛla bikaadum kumasi kɔbina gbini kɔn yɛlimbi o kpindoŋ kɔŋko nti o ŋungbaŋ zuɣu o ti nindaandaa naa daa ti bɔri la tɔɣim o kpaɣisi tim bee ka yɛligu tu kaŋmani o la ziɣi nyuli abina a ntɔɣim paɣi yɛla ni a gbee o yɛli ka ŋun yɛligu ka yɛlitɔɣim o ŋun yɛligu ka ka daa naɣim o ka o kpaagim ti bɔri ŋun zaŋ o dɔɣi ti sɔŋ ti domin o ka ti pam ni o bɔri zuu kudaa,"I didn't want to see what was going on in the skin of a young man who was smoking a pipe and who was talking to him alone because he had a blind eye and he was trying to speak in the name of his master or when he was talking in the name of his master, you asked that he should lie down and tell him his business so that he should come and help his father-in-law so that he should get a better bow and pay his father-in-law.",unknown,unknown,unknown,unknown,male,youth,unknown,"The report provided does not contain enough clear information to identify a specific injury or medical emergency. If someone near you is injured or unwell, keep them calm, still, and comfortable while help is sought. Do not move them unnecessarily, especially if a fall or trauma is suspected. Monitor their breathing and level of consciousness closely. Go to the nearest health facility immediately.",,,,
28,n yulidi o fɔri nfiri yila ka n yɛli niŋbi o kpiŋ la n hawai zuɣu ka suba kpɛŋ kpɛma bi o yulidi yaau o gbini nyandaŋ ngbia o kpiŋ doo zuɣu o tini yɛligu daatoo nyɛ o nuu bei o kpiŋ o tuma mi bi ŋun kaa nyɛ too ŋun kaa nyɛ too o zee mi naɣi soli ŋunkaa amaa ka yɛligu bia o ti o taa kpiŋbu maa yɛla o bi kabiɛla laba o kpɛma too o nindaana ka tɔɣim daa pam la na,"I like him because he is pulled out of his house and because he is pulled out of his house, and his talisman or his mother-in-law and his father-in-law and his father-in-law and his father-in-law and his father-in-law and his father-in-law and his father-in-law and his father-in-law and his father-in-law and his father-in-law and his father-in-law and his father-in-law and his father-in-law and his father-in-law and his father-in-law and his father-in-law and his father-in-law and his father-in-law and his father-in-law and his father-in-law and his father-in-law and his father-in-law and his father-in-law and his father-in-law and his father-in-law and his father-in-law and his father-in-law and his father-in-law and his father-in-law and his father-in-law and his father-in-law and his father-in-law and his son-in-law and his father-in-law and his father-in-law and his father-in-law and his father-in-law and his father-in-law,",unknown,unknown,unknown,unknown,male,unknown,unknown,"The report provided does not contain enough clear information to identify a specific injury type, mechanism, or severity. If someone has been harmed, keep them calm, still, and comfortable while you seek help. Do not move them unnecessarily, especially if a head, neck, or back injury is suspected. Monitor their breathing and level of consciousness closely. Go to the nearest health facility immediately.",,,,
32,ndaa ninsɔŋla chaŋ ka yikaya yili ka wula bɛ ye di cham so bela di mi nabihi saba o wusu kpɛma na a bi duɣu dindin tiŋa bɛ dir o ŋun ni o bo o zaŋa mi yi nyɛ amo n yi o shɛli ka n ni yi yɛligu toobu mbɔri pin di nira ka n niŋ o chɔɣu buɣim tibili o yɛ chaŋ yɛla diri ka o nyɛ m bi ziiri ka o booi yɛligu o daa biɛŋ beŋ o ti soli yɛla amaa o bi yemaŋ nkphɛma na a bɔri sundaa,"a good man went into the house and, indeed, there were some some of them who were going to go there and you didn't have a hard-hearted man and you didn't eat the food that was in order to get it, but you didn't find anything to do with what I was trying to say so as to please someone and so I treated him with fire and he was trying to find fault.",unknown,unknown,unknown,unknown,male,unknown,unknown,"The report provided does not contain enough clear information to identify a specific injury or medical emergency. If someone has been harmed or is unwell, keep them calm, still, and comfortable while help is sought. Do not move them unnecessarily, and do not give food or drink until assessed by a health professional. Go to the nearest health facility immediately.",,,,
33,ndaa ariba arichidintukum o nyaŋkɔntigbaŋ zaŋ kumasitama li nyaŋ zuɣu i jura saɣim kaa yini di o kaɣa din o bipuni ka ŋun chɛni taɣi taɣi o ŋɔɣim bee o paɣapaa o nyɛ o yɛla ka o gbiri ŋun ti soli amaa o nyɛ o maa yɛla o gɔri gbanni ka be a yɛligu bi o ŋun saɣim ni ndaayi maa sɔŋ bolibu o gbinitaɣi duɣimdima ka ti bi ŋmani lee ŋa lee o ni o maa yɛla bɛn ti zaŋ o kolin yɛla,the king's war-cry and the war-cry and the famine-drum and the murder of his daughter-in-law and the murder of his wife and the murder of his wife and the murder of his father-in-law and the murder of his mother-in-law and the murder of his father-in-law and the murder of his father-in-law and the murder of his father-in-law and the murder of his father-in-law and the murder of his father-in-law.,unknown,unknown,unknown,unknown,unknown,unknown,unknown,"No clear or actionable injury information could be extracted from this report. If someone has been harmed, keep them calm, still, and comfortable while help is sought. Do not move an injured person unless they are in immediate danger. Go to the nearest health facility immediately.",,,,
37,alo n daa mɔɣu maa zabili la maa yɛligu maa naŋ maa kur abina o atahi gbino ka naviriŋɔ ti yili saɣim o mila biɛla o pila ka bɔri yini ani ayɔbu suɣira kaa din gbuni o tiŋ ni amaa o ti mali kuli o ti soli yɛla daa o bela daa ka o tiŋ yɛligu o daa ti oi ka tiɣiri gbaŋ bee duɣu din ni maa din bɔrila ariba maa din firiŋ ndaa bɔrila ni yinaa ni ti nyɛ o la ka ti gbichi o bee ka ti di naawuni,the man who was speaking to the bush to kill his own father-in-law and the young man killed his father-in-law with a knife and a small knife and a six-tind knife that was in his hand but he kept his word in the town while he was still alive and speaking to them about the way he had given them a piece of wood or a piece of wood that was in demand for the people who were in the pit wanted to see him and that we should pick him up or eat God's gift,assault,stabbed with knife by family member,severe,unknown,male,elderly,unknown,"The victim has suffered a stab wound and must be kept as still and calm as possible. Apply firm, clean pressure directly to any bleeding wounds using a cloth or bandage — do not remove any object that may be embedded in the wound. Keep the victim warm and lying down, and do not give him anything to eat or drink. If he is unconscious, check that his airway is clear and monitor his breathing closely. Go to the nearest health facility immediately.",,,,
38,n daa n yɔri o fari ka m bɔri kul yɛligu bi ka naɣila savilibu saɣim tamali yɛndi nyaŋ zuɣu nindaan bi o yɔri naadide o kpɛma paali k o naagbima timtim nyaŋ daana ka o gbim nyɛ o zuɣu m minaa o daa naakaɣi biɛla zuɣu ka bɔɣuwum daa gbini o zuɣu o beri yɛligu diɣindi ni o gbali saɣim amaa o nyɛ o ti sol la o bee kuli na o daɣila zaɣa amaa o ka tɔɣi yuya na m bi o ni yɛna ka m bɔri maa sɔ m biyɛni fira ambulan chɛ ka yiko nyɛla yili daali,"I pounded him and didn't like him so much that he was just because he was in a bad mood and didn't pay him any more, so he was in a bad mood because of what he had done, so he was in a bad mood because of what he had said that his leg had become swollen, but he is still just way away from him or he is just going home, but I don't want him to go there and I want my father to leave my son to be my father's son's son-in-law.",assault,physical altercation resulting in leg swelling,moderate,lower_limb,male,unknown,unknown,"The victim appears to have sustained a swollen leg following a physical altercation. Keep the injured person calm and still, and discourage them from walking on the affected limb. Elevate the swollen leg if possible to help reduce swelling, and apply a clean cold compress gently to the area if available. Do not attempt to manipulate or massage the leg, as there may be a fracture or deeper injury that is not visible. Go to the nearest health facility immediately.",,,,
