id,asr_transcript
27,ɔfai ni sɔmetiŋ hapen ni mɛ ni fata ilao shi adum kuma si kwabɛnabomɔ so obu slip nɛa doostep ni obɔ ŋwɛi oshie fe graun ogbɔmɔ nɛ soo wɔri pɛpɛpɛ ni ŋmɛi gbi ehi nɛ too okaŋ tuuu ni ŋmɛi gbiŋ yɛ blɛ o abɛ naa ni mɛmɛ delta ilao nɛ ni saa soo ni lɛ kɛ okomfuses maa ni okomplain serius he adatse yɛhĩaa person abatsɛk nɛ bɛka o sɛ okaŋsɔ gbe oshie nɛ o
28,miijɛŋ ofɔre mifrɛ lɛ shi heihwai kaso akɛŋ bɔmɔ kɛyao obumɔkpeee ŋmɛŋmɛi mitsɔ nɛ oshishikpee ŋmɛi ogbɔɔ ehii nɛ wu ogbɔfee ehii nɛ mitsɔ oni lɛ sma onyɛ mli lɛ nɛ otsɔ yɛ obua ogbɔɔ ko bɔmɔŋ otsɔ ko tsalɛ eniɛshwɛ ni kɛ mina
32,ɔfai nɛɛ sometinbad bi hapen ni yɛ koŋpoŋ heditsɛm so bɔise bi atak owusuu bɔmɔ bi shi jeniaa entrante wɔshɛ nɔ ni ŋmɛi kɛ nek area mɛya amɔa mɛyɛ ni nɛɛbɔɔ kɛ wɔte mi nɔise nɔ mɛtei bogbo ootside mɛhe nɔ si jɛfe graun onyɛmi lɛ kɛ koŋfuse kɛ ni nek ehii nɔ bebe enimɔgbɛɔɔ onɔ lɛ shikpɔŋbua bua mi
37,heloo ofainɛ bua mi naaanɔ mii abɛna owa taxibumɔnɔ josotsi dɛ yɛ famili hose shi lɛ navorɔŋu oblɛbi lɛ maibe aron site yers kaa nɔ bumɔnɔ gboo gbooo nɔ hii nɔ kakra nɔ kut bi lɛ mli but enyɛmi lɛ enimɔgbebo onyɛmi lɛ paa miyɛ araba miifrɛ ofai nɛ yɛpɛ se yɛ nyɛ waitweshud do fɔɔ nɔ nɔŋŋ
38,heloo ofai nɛ mitsɔŋ ofore ni mifee report bɔ shisavelugu kɛ tamalɛ yenikpeeyi bɔmɔyɛ lɛ shi onitsɔŋ naa dedeni shi
39,entɛtekɛ
41,heloo ɔfai nɛ boami aksident abomɛnua yao wɔ akra kuma sihihwai mli sɔmeoherɛ aron nsãwa mi nɛbafoɔ oni nu apa nɔ eyɛŋ obiara frɛ mi kɛkãaa bomoŋwɔ ni wɔ ko agbaakpee wɔ yɛ oblɛbi aprɔimateli ni nɛteŋ ɔtwenti yaars wɔkɛ mikɛ ŋsidenaa hii eyɛ ti gba straito ntitistraito kɛ ŋɔni lɛ ŋkasa bi lɛ ɔfai nɛ yɛhia help ni yɛkoŋ hospital fefe tsalɛ frɛ ambulante boa mi
42,ɔfa ne mɛtsobɔepot shiwɔ saveluubɔŋokasakasa mɛni abobaka obi frɛ mi tete kɛ aksidɛntiŋ etsɔ ɔfai ne obi ni ebɔ shi kɛbuaŋ gbɔmɔ ni oshwɛ tsalɛ
45,heloo ofai ni debibii abigai nɛ ohe hohoi jasikaŋkpee so trotrobumɔnɔ shikpɔŋ fe oblɛ yɛ maibe seventein miye ni naŋ mi diŋ yɛ hadija ehii nɔ ni ŋwɛi yaŋŋ akɛ shi akɛ akɛkɛkoko nɔ ni ŋwɛi soo shwɛ kɛ pii bo eko onyɛmi lɛ akɛ ogbɛŋ kɛwɔ mɛhe ni nɔ ni abuu ji tsa lɛ miwɔ kɛfrɛ nɔ fɛɛ
46,ɔfaini tsa lɛ sometiŋbad hapinna mitso report emfrɛn mimuutare wɔbuɔ nɔ wɔ hoho ejasikaŋkpee la nɔ bifii nɔ po wɔto nɔŋmɛi la na enek nɔ ehiinɔ ŋwɛi kɛ nek nihiinɔ kɛ onyɛmi lɛ nɔ sɔmitsɔ nyɛ ni serius kɛkɛ o miyɛ hiasmebɔnifi beba mɔf yɛf ni yɛmɛ ŋfinɛ wob
47,ɔfainɛ mɛhiɛ bɔ kɛ mɛkã bɔ ni he mi ni ahim minyɛ felishia kɛ mɛbumɔ shi yɛ ni shĩaa jo mɛhiɛ etsɔ stail ji kɛ mɛgbɔɔ ji slip bɔ ji ni hi mi kɛ enyɛ serios wra
49,ofai ni atsident bi eto hohoi jasika ruadso kakrakakragookasakasa shi sane kɛ ni hii ni gbɔ kɛ shi aria li kɛwɔ bɔdi midleŋ he enyɛte dɔŋŋ kɛ yɛ suibi ni dɔktor bi ni obi bebatsɛk ni ohe
52,ɔfai nɛ bɔkɛ ni shi kɛlaa sunyani hãa mihii bɔ mibɔ minute debi ishɔŋjɛŋ wɔyɛ apɛia obumɔ shiŋshi yɛ oshi lɛ tso hii afɔ mɛhe mishɔ naa oshi kɛtɛŋ la minii yɛ efii shi wɔyɛ efii shi enimɔgbɛ pɛpɛpɛ enyɛmi lɛ yɛ enimɔgbɛ kɛ apea ehomɔ lɛ lhomɔ ko niɛ enimɔteŋɛ wɔnyɛ yɛ fii shi ni bɔ ni lɛ kɛ lɛ shɔŋ lɛ tsalɛ ehi mi ɔfai nɛ frɛ ambulantɛ mlimli wɔnyɛ ji ni bɔ ni lɛ kɛ lɛ shɔŋ lɛ ehi mi ɔfainɛ fɛ mli mli obleyi lɛ ni shi teŋ miyɛ maŋ mɛ mi lɛ hã fe apeaa hã mɛ miyɛ wɔŋbɔ mlimli bɔ mi
53,ofai nɛ bo shi niɔ amɛ kɛkɛ lɛ baoku eminɛɛbɔ debi ajoa obumɔ femaŋɔ trei kɛbɔ ofa nɔ ni eshie hã ee oshinyɛ kɛkɛ bo oni botsui si kɛ wroŋwai kɛkɛ na onihii shi kɛkɛ na otitimo vie bo minyɛ mɛfã mitsɛ nekst dɔo na oni maŋ lɛ hã oo emiyɛ ni frɛ ofai nɛ yehia helfast tsalɛ debi ni hii shi kɛkɛ
54,eloomifra shikpɔŋ kɛ bɔ bi nɛ eko tamale yei nikpee ji kɔŋsavelugu fɛɛ fɛɛ obaabide asare obi nyɛ oblɛbi eye onyɛ wɔ ji kaa gbɔ jishwei grain saks tɔutruk ji lɛ kɛ kpeete na sa kɛ ebumɔ ejeŋ oyeiyeye ewui gbɔ ji fɛɛ fɛɛ kɛ fɔ setsalɛ bo lɛ bi nɛ hihi ni kɛ oni lɛ onyɛ wɔ shikpɔŋ oo kɛ obi yɛ ni rims ji hii ni oɔ kɛ homɔ lɛ ayo ni bi o yaŋwo yɛ mɛbɔ wɔ kpeete na manya ni wɔ nii na wɔbii mi mafrefrɛ kɛ mɛ shishii ofai ni frɛ ambulaŋtsɛ yɛ wɔ fɛɛ fɛɛ
55,fai akidentiehinok bi nyɛ stroŋpaao okpa market kɛ oblebi yɛ debi kɛ ehe seventei oshiŋ oshiŋ nok bi nyɛ stroŋpaao ŋmɛni kɔŋkɔŋ hii kɛ shwɛ kakra etsɔtsɔ ŋwɛi ni bɔ naa afia oni lɛ kɛ oyɛ kasa miya aahasaŋ mifefrɛ shikpɔŋ nɛ i eŋmɛ yɛ afia maŋ kɛ wɔ shikpɔŋ hã bi naa wɔ he kaa bi wɔto klinikɛl
56,heloo bua mi bua mi tsalɛ ni serius paa niwami asante kaa bumɔishikpɛe hã dɔmaa ahikroklositu mai rod nɔ ehi ni serius paa tsa lɛ onɔ yoŋ gui mai be nineteŋ ɔtswenti nagbɔ ehi kɛkɛ enɔ fraktori paa nashɛ etsɔtsɔŋ pa jojo miinii mitsɔŋ ji jɔ nanibi dumɔ hã bɔ eŋmɔ nyɛ ni buaŋ ofai nɛ boami suift paa onɔtogbɔ ishɛ ni ehihikɛkɛ tsalɛ
57,heloo ofai nɛ mɛdinɛ kofi mɛbi ofori obuɔ mo ni aftenon afee yɛ nikɔŋpɔŋŋ shi kɛtama lɛ ohii kɛkɛokifire hot water etotoŋ obuɔmoŋ bɔ kɛ shi aria enyɛ serius paski
63,ofaini someti hapiŋ wɔgo aso hã minyɛ report midi nyɛ ofori mifrɛfrɛ ni shĩa ni oblɛnaa dedee abɔboyaabuɔ mo wɔkpee ebu mogboi oni lɛ eŋmɔ kɛ ehemɔ ŋwɛi nihiimɔ kɛ etsɔ sumaa smaa enyɛ serios kɛkɛ oo kɛtsa lɛ omɔkpaa bua enyɛ ablɛ ni faaŋkɔlɔwɛlɔ
64,shalɛ de bibi amɔa mibɔ mi wɔk aronde hose wɔ yɛ dinagbɔbi ehii too wɔ
65,ɔfai nɛ mibɔkaoɔ ni muntarei minɛfeo fire hĩi nɔ minim wɔre paa ni oshiɛ yɛ bii kintam po kɛkpee shi nɔŋŋ kuma si fɛɛ onakasa
68,ofai ni tsa lɛ mɛbe report bɔ ni ehii krɔŋ kɛ gbɔmo kɛyɛ ndi eminaaa borɔ asare oyɛ gbɔmo pɛpɛpɛ onipa bibede obu
69,ebɛ kasa nibinɔ tee eshi nɔ inimɔgbɛoo oni lɛ ebɛ kasa shi yɛ kɛbɔnɔ faa kpee agbaa ji nɔŋ bi lɛ shĩa nɛ nɔ ofai nɛ bami yɛ nyɛtsɔŋ baŋ eblɛnɔnaŋ hospital wala tsalɛ yɛ hiɛtee
18,iloo ofainɛbua mi ni wɔ mi shikpɔŋ silon obumɔ akwaa yɛ nɔ kɛ yɛ dãniishia esɔ oheŋ hiɛ nikpee lɛ bii obumɔ gbaa fe ni gbɔ wɔ kɔŋŋ mii ama ni yɛ ŋshikpɔŋ oshi ni gbɔ wɔ shihiinii ni enyɛ hu totototo la otumitswatswa dɛ tsalɛ miti suɔ enyɛ bɔ nɛ pii yɛ fe ni be ofiɛ yɛ hospital abii yɛ ni nyɛdɛ
22,ɔfai nɛ bɔ atsident bi etsɔ kaperkoas elmina ruad so mi nyɛrepot etsɔ minaaa doa ni trotro bi je kaa bi bafe kɛ etia wɔ ŋwɛi nishwɛ etsɔtsɔ kɛ oni nɔ ko nɔ ni enyɛnii ehii mikɛkɛ ŋɔ oje koɔ kɛ otsɛgbɔ miiselon mi lɛ nitsɛkpee je ŋɔ mifee onii bi babɔ mi hã bɔi shɛɛ eŋtsɔtsɔɔo ttt
23,ofaine sometiŋ veribad abo wɔ hã tamale wɛ famili kɔŋpɔŋ ni minubu ateŋ kãaa bumɔnɔkpee wɔ yɛ ni ba fiee na wɔ ba nɔ biriŋham komɛ hã ŋgboɔ ni lɛ kondishion kɛkɛ ni twisted nashwɛ etsɔtsɔ ŋna mitsɔ stopam o oblɛninɔ mai be ni nɛtiŋ yaas na onihii na onishɛkɛshɛkɛ naa yɛ jibii kɛ nɔ miyɛ hamza miyɛ onɛ nifrɛ wo ofaine yɛ hia heba hã fasfas bɔ bɔ yɛ ni nyɛbii ni etoŋ o
33,tsalɛ araba miŋmaa atsident bumɔ eni lɛ afi ojɛi kumasi tamalekpei ji ejura fa kaa bibumɔ kaa binɔŋŋ ebi shiŋ ebumɔŋmeegbɛ ni hii ŋmɛi kɛ nihii nyɛshigbɛ nɔŋŋ oni lɛ kɛ ohã okwɛ shikpɔŋ onim lɛ hãŋŋ hãŋŋ kɛ ŋwɛi faswɛli lɛ do ofai ni yɛ hia abɔ yɛ nyɛsho ni safeno okwɛ eŋmɛ lɛ ami
44,ofaine situaton kɛ serius bitso wɔ dansuman hã naaa minyɛ mimaŋtsɛ efua ebumo wɔ nɛgbɔ naanɔ kondision nyɛbɔ hewalɛ ŋgboo bikɛɛ foɔ ni eko naa nɔ shi wiemo ehiii lɛ oshiihii ni eba wɔ ports steps lɛ shi nɔ eshi lɛ eko kɛ fɔ se minyɛnaa maŋtsɛ boblɛ mɛni lɛ tso shi agbe lɛ kɛho gbɔmo nyɛnɔ shɛ ehi kpekpe ofaine mɛhiiboa baaafaafoɔ tsalɛ baaa wiemo
71,ɔfaine mife report aktsident bi ŋhapenfe navorɔmɔ miyɛ muntare mifrɛfrɛ minɛɛbɔɔ asare share taxi bi nɔk nɔ kpeŋ enɔ bi o onyimi lɛ eni serios o boobi hort nɔ ni ehii nɔ fe he yɛ lɛlɛ ni maibekut anaa brise nɔ nɔtim broken bɛyɛ femakɛ sure ni dɔktor tsek nɔ welwel
73,ofai ni mɛpɛ sane kɛ enyɛbii sane ba oblɛbaa ko ekomaŋ kɛsim kɛ kpeekuma sikapekoas kpei lɛ shishi mii jiŋ vida kɛ oblɛ lɛ jiŋ abobaka eni akɛ fifteŋ obumɔ ni wɔ kɛ kpee shishi lɛ mishi kɛ edaa draina gɛ tsanel abisane biaa bɛ ye he okɛ abafaako befɔre ni wɔlɔi gbɛ lɛ tso oo onihumɔ lɛ nɛ nyɔŋmɔ na enyɛ shĩaa kɛni wɔtsɔ eobo lɛ hi sumɔ kɛ enigbaa ni obɛtoo e ni ey lɛ bia hiyɛ pɛkɛ dotor biobl lɛ shakeshake komɔ lɛ
74,ɔfai nɛ sometiŋ hapen fɔ ta kuraa dikapɛ koas hehwai klosetoo anɔmabo obi kpo biaa wɛi selom kaa sumɔŋ mi lɛ eni yaas eti ɔɔso ŋwɛi nɛ ŋwɛi bii fee hii mi nukpea obomɔ nɛ shwɛ etsotso ŋwɛi pɛ shikpɔŋ enihomɔ nɛ ebi kasa kɛkɛ minyɛako sua mi lɛ mi yɛ ji akident hapen nɛ nɔŋbiikpo fee kuuu ni lɛ mli akɛ boa miyɛ jogbaŋ mli nu oblɛwɛihia doktor ko ka
75,ioni ehii gbɔmɔ bio kɛ kinta po akɛ kpee ni eko tamalɛ eŋjɛ wiredu nibii eko ni tsɔ ni amligbɛ kɛ eŋɔ ni ehii lɛ gbɔ eŋɔ ŋwɛi ni gbɛ kɛ eŋɔ egbɛkɛ aswaaa gbɔmɔ lɛ enyɛ mi onibɔ wɔshĩa lɛ mli ebemɔ lɛ kɛ etsɔtsɔ ŋwɛi ni shɛ etsɔtsɔ nigbɛ kɛ ofaine ni hii lɛ ehii gbɛ onyɛ mi ehii ɔ obɔa nimli eko kɛkɛ wɔpɛ tsɔ ni amlibɔ eko ni nigbɛmɔ gbeɔ
77,heloo fainɛ bua mi miibii kofina aksident ehiiwɔ takoradi kaperkoas hehwai kɛ anɔmabo faa he miyɛ ni naaŋ ni namɛ yɛ elinam kaa bihiiwɔkpee faa he oba yɛ debi maibe sixteŋ yars ebumo kɛ nishifaa he ehi enyɛ serios kondishon o oni lɛ kɛ eho shii ni kakra maaje frɛ report la yɛ tɔŋu wɔ aktsidɛnt plase enɛ
78,ofaini bɔ eshɔŋtetsimaŋyi mli mihia bɔ minyɛŋŋ efua mifrɛfrɛ ofaate mi yaotoŋŋ ebumɔkpee ni joŋ oshishiyi mli yɛ ebiŋmɛi wumɔ shi tete oni lɛ shikpɔŋ ehiehii migbɔkɛ yɛ enɔ kɛ koŋfusekɛ miihĩaa ni bi oshishi kɛ akpɛ tsalɛ ni nyɛyabo onyɛ onii kɛ lɛ wɔɔ
81,brajia bumɔnɔ aftɛ nɔ yi hohoi jasikaŋkpei jɛ mɔtɔnɔbumɔnɔ ebumɔ fe na ni hii ŋgbɔ ohii na oshɛ gbɔnɔ kɛ onyɛmi lɛ fiŋas nɔ tumi yiɔ smasma minɔ bo ateŋ mɛsiŋ papa ofai ni yɛ frɛ atsɛ o bimli hebi ebitsek nɔ na wɔtso oble oni lɛ minyɛ hu atsɛ yɛ bɔ tsanse debi jɛ boa mitsalɛ frɛ ambulantɛ bimli shi
82,ɔfai ni mife repot bɔ shi kɛ ehiɛ wa sentral minɛɛbɔ bidebi amɔa abɔbɔyaa bumɔnɔkpee he enyɛ too loŋŋ agɔ oblɛ nɔ enyɛ yoŋman maibe eten abi ninɛte yaus na ni gboɔ ehii nɔ wɔ atsidente eswɛna onigbi toŋ kɛ gboɔ nɔ hwɛ enimɔ gbɛɔ o onyɛmi lɛ ni ehii ni wɔ shi ehii ni wɔgbooɔ namɛwɔreŋ nɔ pɛpɛ mina mɛ enyɛ fatima namɛfe shi kɛ onipa bibi shi bua mi abimɛshieebɔ tɛmɛso ɔfaini
89,ofaine sɔmetin ha penfo tama lɛ bulgataŋa rod aron walɛwalɛ aria de bibi ajeman nitsɛŋwɛi kɛŋkoŋŋ obiaa lɛ sane bubu wɔ mi amaŋkwa mibo kpee lɛ minyɛ ehii naaa nɔ mida ehã oni lɛ kɛ okasa kakrakakra kɛŋkoŋfe lɛ shishi fɛɛ wɔ yɛ shalɛ ye hiɛ obia bi obiwa boa bi oshishimiataŋ lɛ kɛ spei
90,ofai nɛ bɔ kɛ ni nyɔŋ wɔ oshɔ ko yɛ oblɛ bi ni ohe miijɛ nyɛ afia mifie debi ko mjɛ nyɛajɛi ohe ako wɔ matsinɛbi kɛ bogbɔ egbi sɛsɛi shwɛi tsɔtsɔ pii piioblɛbi hii ogbɔ nɔŋŋ sɛi mɛshɛ hu ofai nɛ frɛ abulantɛ mlimli kakra o mɛkaose ogbɔbii ba sɛsɛhi sɛ
91,heloo ofai nɛ bua mi debibi ajeman oyɛ wa konstruktion site tumu he nɛ sɔmetiŋ heavibumɔ nɔ ni kɛ ehii nigbɔ kɛ shi oblɛbi yɛ ohãmɔ afea ahe yɛ mli mumɔ ninɛteŋ yaas eni ehii nɔ kɛ kɛ oni lɛ okɛyaa ŋmɛɔ minyɛ patsiɛn sɛ ni ni kɔ warkers nɔ frɛ mi ni etsɔ okɛ bɔ ni nigbɔ ehii nɔ kɛkɛ shi ohɔmɔ mli kɛshwɛi tsɔtsɔɔ kutsiɛ ɔ kɛtswa nii ɔ kɛtsa lɛ mitsɛ ni broke lɛ omli ɔ mitsɛ ɔ ofai nɛ frɛ ambulantemaaa shi he abibɔmo yɛ shĩaŋ mitsɛ yɛ omomɔ bua mi ofainɛ
92,ofai nɛ mɛbii shikpɔŋ kɛ wiemɔ bi ekonɔ mi nyɛ kwamɛ kwamɛ ohãa ashi kɛ afe dukɔ nɔnɔ afe ninɛteŋ eyɛ oshi wiemɔ kɛ konstruktion sitebi akrakape koas road fe wineba kɛ oshie lɛ eŋɛ sɔmetiŋ bumɔ kɛŋbɔ ni hi
93,ɔfaine mife repot biaa shi oshie tumu hã nɛɛbɔ minii ebumɔ shikɔmpɔŋn eslip ebumɔ ŋwɛi shi graund oni lɛ oshitso kɛ otsɛ kɛ kut kɛtekɛbi lɛ ŋnigboo ŋwɛi area kɛ ehii ni lɛ hã mii ebrahem mibɛ straik nekst dɔɔ kɛ mibaa tsek ŋshikpɔŋ miwuliɔ nɔise ooyɛmii lɛ se eni serios koraa kɛ yɛfee oshie se yɛ nyɛ adee naa
94,heloo mi diŋ gbo sulemana mifrafrɛ shɛ mi nɛɛbɔ bomɔ bi wɔ diŋ bo bafoɔ atsidɛntiyanɛɛ kãa bi ehe asɔkwakɛshi yɛ ni he wɔŋwaanɛnɛɛfiɛ ŋgbo dɔŋŋ gbɔ kɛfaa enimɔ serius paalo shwɛ tsɔtsɔɔɔ ena akɛ baabi lɛ kɛŋishi kɛmirib baabi ehii nɛɛl bɔmɔni tsa lɛ yɛ pɛ shɛ yɛ nyɛsureshɛŋ lɛ finɛ
95,heloo minyɛ akua mifrɛ bekausesometiŋ bad hapen debi baaba fe hã oyi wɔ afia ehemi yaas fitein aba siktin fere bu nɔ goŋ ni hapin ŋmɛimlikɛ nek area yɛfebogataŋabauku road klosinavruŋmɔ si de bonɔ yɛ kɛ otɛbibɔhã
96,eo ojekɔjekɔooseto savelugu sidei mi ebrahim ni mɛhe ko shɔŋŋ ni mihuu oblɛbi ajeman obumɔ ko bitsiklɛŋwɔkpee wɛi ogbooo hii ni nɔ ko enyɛ serios oo ni lɛ otsɛ wɔ roatside ni otumi shi gbɔɔ ŋkaklakakla onipa bi wɔ nɛɛ saaa nɔ ko mihe shi be mife makɛ onanyɛ yei josiŋ kase odɔkɔtaa bi ni tsɛk ni
98,ɔfainɛ sɔmetim veri serius abɔ shi hã mihia bɔ orgentri mi diŋ bimɛ munatuu mifrɛ mifrɛ ni ehihinii kwɛi obumɔ shi ŋshɔŋ kɛkɛtɛkratsikpee hã area kɛdambai kãa
99,ofaini mɛbe report bii shishiɔ lɛ oforikrom mɛdiŋ nɔ kwamɛ ni debidiŋ nɔ apɛa onyɛ mi nɛɛbɔɔ oba oblepɛ oŋmɛ konstruktion sitebi kɛ ŋwɛi ahi shi nɛ ebumɔ enimɔgbɛɔɔ kɛ oni lɛ kɛ onyɛmi lɛ kɛkɛ ŋwɛi kɛ shiŋwɛi gbɔŋ ehiaa tsalɛ ni wɔreŋ kɛkɛ ehiinɛk ehii kɛkɛ tsalɛ yɛ tsɔŋ serios yɛ he sɔmoni ni bi kɛbua mi ŋjurii ehã lɛ bo tsalɛ frɛ ambulantɛ
100,ɔfai nɛ boserio shi lɛ hiɔ mli mihia bɔ mii hã miije nii laia mifrɛ atsɛ nɔŋŋ ajeijeŋ otsowɔ kpee jetakoradi kaperkoas heŋwabiiofai nɛ frɛ etsotso nɔ ni kpei naa ɛhi midɛŋ yɛ shɛbii nɔŋŋ yɛ atsɛ nɔŋ ofai nɛ frɛ etsotso nɔ niasɛhã hã kɛ kpee nɔ kɛ anɔmabo fe mlihã hã yɛ ba
