id,translated_en
23,"There is a very high risk of bleeding and bleeding that can't be caused by the virus because the arteries are also present and the virus is associated with measles, and I am calling for an emergency because we know it is very quick."
24,"I am pleading with you to say a very bad thing here is a little bit more about an old man who is called death will do it and we fear him who is just burning, but it is just when you and his intentions and it is very similar to what I'm doing here that I am in that I am in that I am in that I am in that I am in and I am moving from water but it is still very hard to share the law between you because this person is a very elderly and funny person."
25,My name is that I am calling that I have said some of the things that happened here also see an old woman just passing on the road with a certain tortoise and fell down as good but the person who is now the pain is caused by the person who has no large number of symptoms of it is able to hold it with a small leg but needs to be cared for by someone who will come.
27,I will share with you something about blood and a widow here on a small stick and she just opened the mouth of a small stone and she took a look at it and opened the middle of the head of the head so we are very afraid and her throat is also painful and it can't be treated with this lady and her husband but she is a little bit older but she complains that her pregnancy is very painful to a person who is going to doubt herself because she is so calmed to herself.
28,My name is that I am going to call you and hear some news about what happens to you is because an old man made you look down on the road I think you are better off and now he can touch you any better but it is very cold and he can't wake up himself very young so we are afraid of him.
32,"I will plead with you about something bad and what happened to you was so great on the stick that some men say the death of the man sitting near him in the middle of the road lying around him lying in the pit lying next to him and, if I listen to what I was going on, I also took him and took him to the higher part and his chest was completely healthy but the leader needed help."
33,"A female dog was in a rheumatism with a small piece of leaves on her way back to the small mobile vehicle she was going to and she responded to the good luck she was also going to perform, she was talking a lot and talking, but she was not feeling well and saw that her hair was new to herself because of the fact that she was suspected of being blind or she was going to get caught in a place."
37,I plead with your sister who is the owner of the house and the worongo is the young lady who is about sixteen years old and the young lady who is the child of the child who is the child of the child who is the child of the child who is the child who is the child of the child but is the one who is the one who is the child of the child and is also the one who is the one who is asked and is the one who is the one who is the one who is the least about and is the one who is the one who is there to be called I am called I am now forgive you for what we want to do.
38,"I am pleading with you that you have gone and I want to say something which has happened to an old man near mermaid is also called that he is very ambitious and working on a piece of land near the road and something hidden behind him is also painful, but he is still lying around to say something more than that but he needs my support."
39,"but God is thankful for the little pain he has caused his child to become pregnant if they swear to him that he is being beaten up, but he is looking at his wife and tells my name as a witch for him now that your house I am going to share with you in the struggle for him now that we have done this for him."
41,"The gentleman Yaol also wears a finger on the breastpiece to be my neighbour and my boss and someone called me some money to mention it to you when he is away on the road, a friend of the age between the ages of sixteen or twenty who told me he could not stand in the mud but the one who is being told does not know what is going on is spreading to you and today I'm going to the hospital for assistance."
42,I would like to share with you some of the bad things that happened here in this video film I am going to be the head of the video where some men are still playing from the market and they want his money to the left when he broke the alcohol when he wants to fight and then his hands can't be completely calm but he was talking about it and I was turning into someone who called me when it happened to me.
44,I plead with you as soon as possible to get here in the house and it took off the floor and filled it with good taste so that one of the cloth would be after a completely normal way.
45,I come to be a boy and you are going to go to your neighbour's money and how a tortoise comes from behind him is a young lady fifteen years ago and I'm say that she is a little sick about her throat and also with her head but she lies down and tells us what is now and she feels it but I want someone to say it is as if it has happened to her.
46,I am pleading with you to start something wrong and I don't need to be involved in bad friends in the area where they fire money and other bad people hit it on the head and it is also painful but it is still still spreading to him and it is not so I think this is how I feel and I am around when we need someone who will come to us or tell us why because he is so good.
47,I am pleading with them that I am going to say something that has happened to me in the bush my name is pylitia and I fell down in the house in the garden I want to say a piece of apple milk I have migrated into the church as a green one.
49,I am going to share with you what you have said to the first time in a small way here is a family called Selom as well as an emergency and the emergency turned down and I am also identified as a country where I was living with this situation and expressing his concern for the child but he is also saying that his stomach was completely filled with corruption but he is always there to guard someone.
52,"I am pleading with you to come over here to your umbrella and I need help immediately my neighbour whose small child fell into the water and got hold of the water before we got rid of her when she was rinsed off of her and all the things we had made to make sure that she was sprinkled and we looked at a good piece of meat is filled with milk but it is very hard so that when we pick up her name, I would fetch some of the best ingredients for her and I would be there to clean her."
53,I will forgive you for the bad thing that has happened to hide a little child here and you see me when it came to rest from a large wine tree and the way it has been treated is so well that it is still very painful and it is very disturbing and it can't even make fun of her mother when she is sitting around the house and her mother here so I am calling to share you and help you because the child is good because she is the child.
54,"I think I'm going to invite you about something that happened on the road around mer milkgo, a other man called Asare is helping them with the availability of this Selea from the road and one of the rules that will look at him from another side to the other side of the road and he's also calling him on the other side and he's saying but he is also bit bit of the pain in his system and pain in his way, and I'm going to see them and they're calling."
55,I would like to say that I am among some of the animals that happened here and I came to my neighbour for the sake of the person who was killed in the road or who was killed by a certain girl at the age of sixty-five is a little dangerous about her illness and she is also suffering a little bit from the fire but she is spreading the news to her since her mother is around and they are going to hit some of the toilet to sit down.
56,I am pleading with your wife and father for the sake of the king of the king of the kingdoms of the kingdoms of the kingdoms of this country and it is very sad that he is a young man like the 19th century or 20th century and that he is as strong as if he could not do it all or nothing is right.
57,"my father's name is to come out and go with my father who is my son and this is the world when we go to go for a walk in the deep water, and the water that filled him with it also affected his stomach and his stomach and it hurt a little bit when the child is running well and it is not too much too much but I'm called to see if we go to the hospital or we can just close it home."
63,"I would like to share everything with you in the chair and I would like to say my name is that she has gone and I'm calling on a woman's name for the so-called 'colonial abuse' which is how it's supposed to be a good piece of land which communicates and communicates the pain of her head, but she feels a little bit of what's good but rather, because she can't be successful."
64,"I came to the farm and was helping some of my work here to eat and I got a short letter from another person from the newstelling, which is very short of them, but that is what I want to say about a little bit of fear in their going and the bleeding of blood has become so common."
65,"I am pleading with you to call out from the phone number three times that I forget the good from the minutes and on the way to the scene and at that time when it is time to get something and fire in front of the woman's stomach is a little girl aged sixty and we have and we are going to go and the young man but he is still speaking the word to the crowd I am now, but we need to know before we normally go to the hospital."
68,"I would like to share with you some of the alcohol that happened to an old man sitting around me, because he was a very old man who said to him in his house he responded very well and with him identified my name as I am weeping and if I received him today I just realized that you would be dead but his hands are very cold but we don't need anyone to come to our aid or to give up their hands."
69,My name is '''''''''''''''''''''''''''''''''''''''''''' is''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''
71,"I would like to share with you some of the things that happened here and my name is ''' and I'm going to mention it through my right thigh'' as it is now, but the leg we're going through with a little bit we're going to think that it's just 'am'''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''"
73,if you are going to sell her child to see the pain and asthma she has made it known to you and it is like something you want someone to take good care of her because she is very normal and she didn't treat her with any pity now.
74,"I plead with you to put everything in the calabash where a bird is found and killed a certain person who is called a hippopotamus, I hear that he has some of the animal that fell down, and that his head was on the road and blood was bleeding from his head, but he is breathing, and I am just taking a little medicine and I am moving on the road too, and it happened that all the people in need of help because the child is in need of the virus."
75,I am also known as a mother and I am concerned that I am among the good things that happened to a certain old man on the road that is called the name of the person who was the most common and the man whose breasts were knocked and your chest was also the one who could walk on the ground and blood was bleeding from the pit which was hidden under the basket before it came out.
77,"I am going to go for a walk with the kaberkaos as soon as I am satisfied with my name by driving on the road, it is all the child's solid waste that will turn yellow and fall down and stay near where the professor's corpse at the location where it is live but it is a little softer so I can lie down and lie down in the middle of the basket."
78,I would plead with you for anything to happen on the other hand and I need my name as a ring and I would warn about this man who fell down and was taken off in the house and opened his head very well and he looked at it but he is saying that it is as if he is just a little fat because he doesn't really know it.
81,"I came back to a small piece of red man, and he was knocked down by the fire, and it seemed that his hand had become swollen and shows it to him but he could hold his small fingertip with a stone and his father with an apology we need someone to look after him because he is still a stranger but I don't want to sleep the young man's linguist."
82,"I would like to share with you something that has happened to a family member who will immediately impregnate him or her is likely to be a boy in the middle of the world who is either half of the world, or who did you good in the world and who can't stand and lie down at all, but that is just what we cry my name as a ring and we need someone who will come to our aid."
84,"I would like to mention to you that I am going to pick up some of the animals that happened to my soul in a manner that I also came to my sister's chicken where there is a new truck with a pain in her legs and she cannot control her feet and also make it worse for her to become a very young lady in my name and I am going to go for a walk, but I want to call earlier to see her."
86,"There is a driving driving driving in front of our house and the manager and the car driving too well, and his blood pressure is noding me as a driver who I am as a nurse and he can’t stand it at all and is lying in the middle of the sun."
89,"I have made a sad incidence in a self-defense road in a matriline sexist man whom some people have also broke off, and I saw with him, and I said I saw with him that I saw him and said a little but that he was thinking about and that this is the good we need someone here or to tell us where to go."
90,"I plead with you to say something very bad to such a child as I call it is because I am calling for another person's name, that he is doing well and that his palm wine is tapping, and that the blood that is very flowing to the air is the child's very sweet and we are very happy to praise you for being very ambitious because his drinks are very dangerous."
91,"I came to work on a yellow stool with a small stone and a heavy weight broke and it came out to him that his stomach was dirty and saw it and weaved, but he was still speaking to me and his people who work with him when it was very painful when he was taking his time but there was no meat that would not be any blood that would come to our aid since we are well known to him or her people who work with him when he was talking to her when she was breathing, but there is no reason to be so painful, but there is no blood that would not be taken for us or if we don't go for any reason."
92,"I would like to share with you something that I understand about my younger sibling's name which is Kwame and they are fifty years old and he is working at a construction site in the Cape Coast Road and has also been smoking, and something has made him say that he is a little different but that he can't be changed so we can learn that it's a great problem I'm afraid to know if he needs to go to the door or we can go home."
93,"I am pleading with you to say something that I might like to see in the eyes of the King who looked at him and he replied to himself that he understood it and was speaking to him; however, in the small voice he is saying he is happy for my name as I am just new about it and I come if I do not see him when I heard the zeal we don't think so much but we want him to hold our soul and tell us what we are going to do."
94,My name is that a country I'm called over my friend's head called a stranger goes to the toilet with a small knife and then they bring him to our house and also brought him to the house to show his daughter to him that she is not bleeding or something like that but it is painful for his stomach so we want to look at what we say.
95,"I think the farmers are happy because there has been a crime against another child here called for fifty or six months, and he dug up the borehole which is left to his head, we are on the way to the borehole road with a very small piece of land which is very dangerous but still lying there and speaking to you and we need someone to know that you are still too small."
96,"I would like to share with you something that has happened on our way to the road that I'm going to the road I'm going to say I'm going in the way, and I've seen a call for a decline from the road which has also made him a little sick but it is just a little older and it's now that the road is being constructed, but I want to be with you if you need to take care of it."
98,"I would like to share with you something which was just what happened here and I need my own help to name it and I'm going to call you a story about a child whose name is called Nii which has been called yankyire to the place of the bush where it came to under your water and when we got rid of it, the mammy was completely filled with fear which what seemed to be the child you had was just so small and it was now what I'm going to tell you about someone we know what we had done to him here."
99,"I would like to share with you something that happened to a young man in the village whose name is called kwame and the family man's name which is my only child, he was just going to get a job in a near-colonic seat and there was also a hidden piece of land and he realized that, but he had a very good stomach, so what we are afraid for is that we are always looking for someone who will help us because the leaves are not even there."
100,"I am going to plead with you for a better white item and I am going to need a quick knife called Niire and I am calling you for an egg called a popular, and you are working on the same way as your carrot capsized, and it is making a fight and a black man was moving around to check his feet with a good piece of meat, which is how much blood was bleeding we are trying to stop bleeding but it is very healthy that I was so quick to forgive you for the bird that I could easily come back to the bird."
102,I would like to share some of these things with you later on at the same time that a young lady like you hit her when she was lying on the floor and she came across a small piece of land which she was speaking to and bitten and said that she was hurt by the part of the room to see what happened and we share someone's law that we don't care about since she is a child and we don't want any news to call her a doctor's law.
104,I would like to share with you some of the things that happened here that happened to us is more than my name as it is and one of our centenary is the one that has made a promise to you that he is still standing in this morning when he is just a small child and his legs are sick but he sees the mind and blood are completely bleeding so that he can sit down and stand on his feet now.
105,"I would like to give you a name that I am going to call you from a wineba Senio easetyrel park and she stared at the floor of the kapok on the social media and fell down and hit the head of the palm tree which is still there, but it is with the tip of her hand and say it is a little bit that we don't want to see anything we remember but it is everything we said."
106,"I would like to share with you something that has become more dangerous than what I'm looking forward to name me as one teacher in our school, I'm going to join the headteacher because he was going through the headteacher's menarche and school broke his head and the back of the school broke and lost his foot so much that the vote was so great that what was going on was so great, but if we call his name was called poor and blood was going to be the most dangerous part of the law."
107,"I am pleading with you that you are going to share the little girl's story with her when she is going to pass through the road around the office, I'm going to say that I'm going to see what I'm going through here and we'm going to do something like this that you are trying to pass after her, and that the price of the milk is also reduced but the pain we see is getting worse and worse, but the pain we see is also getting worse."
108,"I would like to share with you some of the bad things that have happened here for the sake of a man we called a man who has sought to slap you with a piece of flour and put in a calabashy cloth and put it on a calabashic staff that is also used to fetch some of the alcohol during the afternoon, but he pleaded with a small knife before he was taken from my dog and placed it to the grave, so he called me to say that I am still the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who has has has has has has has the one who has has has has has has the one who has not has not has the one who is the one who is the one who is in is in is in is in is in is"
110,I would like to give you a call to your neighbour to come there again this afternoon for a long time to listen to the naming ceremony and the herbalist's drink is that it is good when it comes to under the alcohol and she is very alert and she is saying that it is a pain I am trying to know what to do with her waists before we go to the university.
111,"I am pleading with you to come out of the pit of Kumasi and I am saying that some of the things that came inside your krak tea were the two people who sat on your shirt and the two of them came across to meet you on the way they were running from their body and fell down and clapped his hands well and he was also lying, but his hands were too small to move in any way we thought he wasn't going to smile but we wanted a doctor to take care of him."
112,"I would like to give you my name as a comedian to be called from the instance of kolekatsie here, the Alhasan from the town and the car will be knocked about the school kente and fell down, but it is also the color of the guinea fowl that is now alive and can be removed so we can pick up some of the rags and ask a big question like that we should take care of it very carefully."
114,My name is from the herbalist called erinkyinkal that I called it '''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''
115,I would like to share with you what I'm going to say about what happens here is that I'm going to explain what's going on here more than what's going on in the list that I'm going to be a teacher.
116,"my name, Kwabena I am a professor at Opokubary and I am currently in the Hohbuks prison, and a man on the staff of the herbalist added to the special afloat that has been removed from the latof, and blood filled with blood to the stomach is a little sin and his blood is a little flow but we are all weeping that I have just done this."
118,"My name is that I have always called you a friend of mine and the porcupine that you have seen in here at the senates that is currently on the ground, and I have also come across from the social media to open up and open up and look down and see how he is able to hear, but he is saying that he is very hurt about his children and that he is now sitting on the floor to run away, and we have not changed the most of the changes since when we see him in the same place, it is very painful and it is very painful."
121,"I am pleading with you that something has happened to us today at this email and I want to mention my name on the one hand and I saw it with the other two fingers which I saw in the other two fingers from the left and right to the left, but I also went to the left in the other hand with the other two fingers which are on the left and fell to the other door but what is how it is what we say to the other person is going through but it is completely that we need another person to look at it."
122,"I am going to share with you something very big and you have just come here to sit here at the young college to name me as I have been so calm and I love you and that it is trying to break off the later in the night, that it is going to break off in the late part of the night that it is just going to pour some of the coffee and the four parts of the cloth and then just push into it with just that which he could not have thought and it can't have been done much better than what he could's supposed to do, because we don't be afraid to pick it up so badly."
123,"I would like to share with you some of the things that happened here in this area in the middle of the night which is called 'amam' I am going to see a basket weaving at the end of a long time when there is a very far-fetched Ibrahim's throat and then be able to stand in the middle of the discussion for no reason."""
124,"I am pleading with you as if you are a woman who is a woman who is very pregnant in the waist and she answered her right head in the linguist when the ulcupine is woke up before it is swollen but her chest is going to be a pain in her work so that when that happens, the small blood of that guinea fowl is going to flow to her I am a little bit more than a blessing to be given to someone to look at and look at it."
